lon,lat,iso3c,city_country,city_port,population,IWI,gdp,wealth,port_locode,port_name,port_status,outflows,product,uj_orig,Lj_orig,Cj_orig,Dj_orig,PCj_orig,uj,Lj,Cj,Dj,PCj,Lj_1,Dj_1,Yj_1,Pj_1,Lj_2,Dj_2,Yj_2,Pj_2,Lj_3,Dj_3,Yj_3,Pj_3,Lj_4,Dj_4,Yj_4,Pj_4,Lj_5,Dj_5,Yj_5,Pj_5,Lj_6,Dj_6,Yj_6,Pj_6,Lj_7,Dj_7,Yj_7,Pj_7,Lj_8,Dj_8,Yj_8,Pj_8,Lj_9,Dj_9,Yj_9,Pj_9,Lj_10,Dj_10,Yj_10,Pj_10,Lj_11,Dj_11,Yj_11,Pj_11,Lj_12,Dj_12,Yj_12,Pj_12,Lj_13,Dj_13,Yj_13,Pj_13,Lj_14,Dj_14,Yj_14,Pj_14,Lj_15,Dj_15,Yj_15,Pj_15,Lj_16,Dj_16,Yj_16,Pj_16,Lj_17,Dj_17,Yj_17,Pj_17,Lj_18,Dj_18,Yj_18,Pj_18,Lj_19,Dj_19,Yj_19,Pj_19,Lj_20,Dj_20,Yj_20,Pj_20
8.781525,-0.719322,GAB,port-gentil - GAB,true,185.490928624373,69.2332287468298,6.17395678939021e8,1.28421358919131e7,GAPOG,Port Gentil,AI,148.5669,3,32.47929388913239,185.490928624373,18743.8450491382,18887.454845656564,0.22499280264080265,32.52799027479806,185.490928624373,18784.004730885994,18919.09487699494,0.2248483774835284,0.0,18.618383133398446,0.0,1.3905755804121487,0.0,21.715452967832082,0.0,1.3353913671888629,185.490928624373,18260.794040601806,18339.111191913096,0.22695372215639936,0.0,8.085171708194714,0.0,1.7319057776487554,0.0,2.9684384544707325,0.0,2.2544487506405635,0.0,0.40739834031064126,0.0,3.8020372989301037,0.0,0.5447736658265688,0.0,3.5221404797356977,0.0,1.1873063508950785,0.0,2.869247876306328,0.0,0.8910053658410985,0.0,3.094419909128913,0.0,0.48083106275237286,0.0,3.639787591813925,0.0,0.9015331041043372,0.0,3.0848694073381067,0.0,2.135115126998009,0.0,2.458668851331971,0.0,0.38053941930108837,0.0,3.8708915710393668,0.0,0.26820899546394544,0.0,4.244158727003279,0.0,0.24317168494972738,0.0,4.355035575086252,0.0,0.6095906807973939,0.0,3.419469404072029,0.0,2.098878020560567,0.0,2.469769259534181,0.0,0.21507452220252304,0.0,4.498050735798839,0.0,0.28043316014357356,0.0,4.194671217671024,0.0,0.3879544387693722,0.0,3.8512832458472226
9.45433,0.392626,GAB,libreville - GAB,true,1114.6179205292,64.2533405221019,3.44308748000557e9,7.16179247997998e7,GALBV,Libreville,AI,414.22200003,5,27.417991553327724,1114.6179205292,88422.071972455,88555.1182684363,0.24193517512388665,27.463123454288805,1114.6179205292,88630.07217066233,88755.32269314621,0.2417646986516236,0.0,21.913652623608556,0.0,2.151441956125277,0.0,25.686333809192877,0.0,2.063360289686367,0.0,8.318094196171996,0.0,2.776117065542408,0.0,17.74683710966165,0.0,2.2742241548846067,1114.6179205292,86843.99167888462,86944.1388009098,0.2431537367297176,0.0,2.6336936184435125,0.0,3.7572859271603067,0.0,3.5680861175233067,0.0,3.4687387655804343,0.0,8.587510862700022,0.0,2.7529274018039107,0.0,6.166840306116012,0.0,3.00357218526775,0.0,3.0534913176780853,0.0,3.6138592644272745,0.0,5.227117406809828,0.0,3.137132980934189,0.0,4.697266128367592,0.0,3.2266209697142725,0.0,2.1255849628054477,0.0,3.9753078638723256,0.0,1.5459507570316517,0.0,4.322758587032381,0.0,1.4096937856312246,0.0,4.429002734322169,0.0,3.3162543847807613,0.0,3.5361992120827437,0.0,5.51666125437453,0.0,3.092938845842151,0.0,1.2419048326454225,0.0,4.579195968663998,0.0,1.566537989530807,0.0,4.307735881218602,0.0,2.0537234245508915,0.0,4.0114504214557245
10.6900301,-1.61629,GAB,,false,0.0,23.1045476307667,0.0,0.0,,,,0.0,1,16.01425605022982,1.0e-6,3.6797811847262126e-5,68.43897804961719,0.5158774456480321,4.703199451025343,1.0e-6,6.392342480667087e-6,73.511652347105,0.5205734831327293,1.0e-6,12.994131180450248,2.3104547630766697e-5,0.8213665633413546,0.0,21.360523233932806,0.0,0.7206601948029006,0.0,4.7327139703128775,0.0,1.0714398808009515,0.0,1.9293854606457375,0.0,1.3568072045875232,0.0,0.4195733349864646,0.0,2.0271668751600287,0.0,0.04186823791024936,0.0,3.7178376659751504,0.0,0.057198790191653054,0.0,3.4247741718615172,0.0,0.13623500041656136,0.0,2.7255063861752813,0.0,0.09830361931093873,0.0,2.969899401262666,0.0,0.04999246909291606,0.0,3.5483137588035976,0.0,0.09960795977375834,0.0,2.9596154188611594,0.0,0.2748305302626657,0.0,2.265911290667798,0.0,0.03893772701865987,0.0,3.7895148152143543,0.0,0.026925367275944932,0.0,4.17584042775578,0.0,0.02430283077923246,0.0,4.289984150410809,0.0,0.06462749961959408,0.0,3.316473529248772,0.0,0.26903564887611914,0.0,2.2786544366392207,0.0,0.02138434773480289,0.0,4.436872817401029,0.0,0.028213181152188602,0.0,4.124813388400107,0.0,0.03974454633599603,0.0,3.7691174783464727
9.8881998,0.40386,GAB,,false,0.0,24.3959108720963,0.0,0.0,,,,0.0,1,11.001815184492894,1.0e-6,2.1523071445782877e-5,79.87705480880543,0.7190046130074473,2.526452492172991,1.0e-6,2.6309582033819733e-6,82.56028958387203,0.6856674542570463,1.0e-6,3.7430456664831895,2.4395910872096302e-5,1.5476697402809254,0.0,5.337612824318,0.0,1.409677879633819,0.0,0.7020407901791659,0.0,2.4041301596230804,0.0,2.4467502672178156,0.0,1.7308784743549457,0.0,29.180269140752163,0.0,0.9015237920514168,0.0,0.15998456250559817,0.0,3.5479718918417857,0.0,0.22989782737619052,0.0,3.22510729113028,0.0,0.7353696794580996,0.0,2.3749643163996548,0.0,0.4624579305946877,0.0,2.6832794520209835,0.0,0.1905390614112108,0.0,3.3884799403137484,0.0,0.37160787626575387,0.0,2.84225193326562,0.0,0.32382531079344584,0.0,2.9470846032631637,0.0,0.12484315895742086,0.0,3.7872658238520818,0.0,0.08719657284181172,0.0,4.162392129376115,0.0,0.07872471427931636,0.0,4.27586645321441,0.0,0.2103722278546171,0.0,3.3013226684751187,0.0,0.3987551086358669,0.0,2.7900007492000056,0.0,0.06849126549685945,0.0,4.4354618551893115,0.0,0.08848914204681099,0.0,4.1463051647611175,0.0,0.12003472461074245,0.0,3.8266143638159913
9.4839201,4.6536598,CMR,kumba - CMR,false,274.251248922742,53.2280580739407,7.01803549561477e8,1.45978614045104e7,,,,0.0,6,21.093268721011327,274.251248922742,14958.249610751187,15677.101128160113,0.27071341660089154,21.08644614105011,274.251248922742,14951.338348369893,15729.630128604727,0.27075094142413986,0.0,6.4851010668055675,0.0,2.105267481039473,0.0,18.276490446389158,0.0,1.602848703548985,0.0,0.37586134281775135,0.0,4.454555955004173,0.0,80.09707975600794,0.0,1.0864702152845116,0.0,0.5065457293710519,0.0,4.1181439447741335,274.251248922742,14253.841741668932,14597.861404510477,0.27786228390949946,0.0,84.3020732484959,0.0,1.0719389275240179,0.0,1.7994241966627782,0.0,2.9500486409392526,0.0,3.040032714023637,0.0,2.5697824555944178,0.0,14.837334015296765,0.0,1.693238124232553,0.0,3.034389733591134,0.0,2.571039216367624,0.0,0.34423319728179713,0.0,4.558799041204028,0.0,1.3828864372918077,0.0,3.161698865434231,0.0,1.1279710888715535,0.0,3.3358534588405164,0.0,1.0216410855523472,0.0,3.4239124690847356,0.0,1.5207633814364732,0.0,3.083604189293716,0.0,0.45783065659311356,0.0,4.22919571433206,0.0,0.7768776335124755,0.0,3.6797995580166236,0.0,0.7527890038198014,0.0,3.7104278613648916,0.0,0.6775075268164653,0.0,3.8147481613590926
9.7191801,4.7216001,CMR,loum - CMR,false,146.202236536265,54.3337151641108,3.81900073911264e8,7.94371067631736e6,,,,0.0,4,20.093057415377103,146.202236536265,7439.545051882132,8483.518164822213,0.27640871617323537,20.034306539747483,146.202236536265,7408.4891383637905,8496.039289999515,0.2767557944478549,0.0,5.296164238336536,0.0,1.9301226160465483,0.0,26.784674152629343,0.0,1.259915728952427,0.0,0.2322354859592092,0.0,4.395031401721814,146.202236536265,7552.102402237246,7943.710676317375,0.2854676443628806,0.0,0.31841374601002037,0.0,4.0447595497868765,0.0,30.113597804195106,0.0,1.2216674519524084,0.0,50.400310767913105,0.0,1.0668228946542009,0.0,1.3078138792889324,0.0,2.7888880867560917,0.0,2.447153946886726,0.0,2.3649490194047185,0.0,20.09967688739449,0.0,1.358803242476651,0.0,2.239762417254972,0.0,2.4207094289198654,0.0,0.21172800373163797,0.0,4.503268545528482,0.0,0.8277405117042248,0.0,3.145631608287506,0.0,0.6075547870816965,0.0,3.412339812680181,0.0,0.5447238245682445,0.0,3.511788454122637,0.0,0.9923670206649274,0.0,2.9990021514815743,0.0,0.28460336271604153,0.0,4.166027439761636,0.0,0.41980542413794486,0.0,3.760962127442795,0.0,0.43682198481565365,0.0,3.7218407862880127,0.0,0.4040819017115431,0.0,3.798934118595124
9.7883997,7.85706,NGA,,false,0.0,50.0506598617938,0.0,0.0,,,,0.0,1,12.157211787338241,1.0e-6,2.482337751700994e-5,71.38956296633198,0.6559850654901099,2.8169770587850667,1.0e-6,3.0735878159891617e-6,68.1621458183419,0.6530899986765795,1.0e-6,2.016401573144464,5.00506598617938e-5,1.6494249669089573,0.0,2.5042047978495376,0.0,1.5580137857217187,0.0,0.04486769647061128,0.0,4.489921576505224,0.0,4.505186883186668,0.0,1.334918415432949,0.0,0.05863637682220921,0.0,4.184571732987459,0.0,6.836234362491556,0.0,1.1961778095509166,0.0,1.988539218976218,0.0,1.6554756310655039,0.0,0.17164527436784974,0.0,3.1542572357337737,0.0,0.2608428316474089,0.0,2.825328355041849,0.0,11.662802427850226,0.0,1.039314053787308,0.0,0.46712723546711166,0.0,2.4236793469990396,0.0,0.041687069847466694,0.0,4.577644092906697,0.0,0.30432238503156517,0.0,2.712996233999138,0.0,0.26507073940226195,0.0,2.8133989882983754,0.0,0.23644157931831147,0.0,2.899305263766507,0.0,0.2734806684691424,0.0,2.7903689515937184,0.0,0.05719109542140037,0.0,4.212144979088129,0.0,0.16099966797117138,0.0,3.207854835034703,0.0,0.13702711743097665,0.0,3.3468836955661625,0.0,0.11368318467984033,0.0,3.5154865371555633
9.704361,4.048275,CMR,douala - CMR,true,4139.03799484283,66.7423419366737,1.32808899844846e10,2.76249089140684e8,CMDLA,Douala,AI,1089.38780006,7,27.24938088212754,4139.03799484283,325466.98282730894,325961.21269561886,0.24257562293275436,27.282943111520574,4139.03799484283,326039.8021255795,326564.1191361323,0.24244768948481918,0.0,55.13507760796221,0.0,2.3844699795282156,0.0,166.62120266733484,0.0,1.7823644998336559,0.0,4.92252643189242,0.0,4.503058941463034,0.0,190.04071030504377,0.0,1.7217333712029739,0.0,6.624552253776729,0.0,4.1645545920236895,0.0,169.53366756215016,0.0,1.7742551649545557,4139.03799484283,316223.6325652341,316556.4377429044,0.24450934119534218,0.0,23.81308367765307,0.0,2.974010367335577,0.0,39.692782228051435,0.0,2.599853157694108,0.0,74.00350535650877,0.0,2.206753809398264,0.0,33.29495417008516,0.0,2.722930035379582,0.0,4.507368910677603,0.0,4.6086885057583,0.0,13.834670456788063,0.0,3.430895029303636,0.0,11.005337626070924,0.0,3.643814275013527,0.0,10.079741624950916,0.0,3.7290375066019164,0.0,16.577391836634504,0.0,3.2714257395793602,0.0,5.922011859957761,0.0,4.289246402526862,0.0,8.066545626272312,0.0,3.954215958988501,0.0,8.240407063931185,0.0,3.932088288026615,0.0,7.775276216324886,0.0,3.9926705967076055
10.10923,3.81478,CMR,edea - CMR,false,84.274,56.9610281399214,2.30779778365141e8,4.80033368546373e6,,,,0.0,2,19.547312183499812,84.274,4122.889715358891,5002.489472411135,0.2796900587022086,19.419166166639922,84.274,4084.332074455982,5010.082507655477,0.2804795365307874,0.0,6.089943686052612,0.0,1.6408443777519073,84.274,4457.269412842308,4800.333685463736,0.2892432843532684,0.0,0.16274285325001403,0.0,4.256416178490671,0.0,30.515125687648638,0.0,1.0736993378861752,0.0,0.23266942608232127,0.0,3.874290080951163,0.0,3.783071232610526,0.0,1.8598598750428224,0.0,29.075245588139143,0.0,1.0874438354583313,0.0,1.431731107065249,0.0,2.401753323809315,0.0,3.7844222949263133,0.0,1.8596851200659126,0.0,3.984620927656946,0.0,1.8346278840681955,0.0,2.3975870455430757,0.0,2.097026630607616,0.0,0.1466940936641478,0.0,4.374311351339443,0.0,0.4833345308624545,0.0,3.1962243649867275,0.0,0.33713640493731106,0.0,3.5140363816079647,0.0,0.2996999257131734,0.0,3.624587825382191,0.0,0.7044525525548996,0.0,2.8945668984596775,0.0,0.20177057795005146,0.0,4.022321095812579,0.0,0.23528402926648198,0.0,3.862913603388253,0.0,0.2617173798845324,0.0,3.7561812668016414,0.0,0.25740863056667856,0.0,3.7726261334255002
9.765828,1.863912,GNQ,bata - GNQ,true,375.069860900754,61.9964934126871,1.11790685137612e9,2.32530161606311e7,GQBSG,Bata,RQ,454.067,8,34.56488742267925,375.069860900754,41424.79968708353,41757.50834789877,0.21907102725585553,34.64541609395754,375.069860900754,41562.74102380138,41913.28947922775,0.21885264911094043,0.0,48.5005823746374,0.0,1.2970076667172565,0.0,34.6964789496332,0.0,1.4165173503418385,0.0,0.9682526744554221,0.0,3.6328490236129416,0.0,21.03766507854823,0.0,1.615856971247732,0.0,1.8276157368817518,0.0,3.0735698618857867,0.0,3.110118854331278,0.0,2.672280299242965,0.0,6.6953752131726265,0.0,2.183991651270253,375.069860900754,39877.58021500106,40053.495160631064,0.22173898629766925,0.0,83.62821365378086,0.0,1.123771054074936,0.0,3.775033501914999,0.0,2.5394455081434066,0.0,7.037423956183261,0.0,2.155542321450139,0.0,0.8083588618605341,0.0,3.8095602852091606,0.0,1.2612621563738817,0.0,3.3886946599034196,0.0,0.8667774380181911,0.0,3.7402469098965243,0.0,0.77121485320192,0.0,3.857010805844157,0.0,2.4247139971477654,0.0,2.853209832934825,0.0,1.1981540381915825,0.0,3.4347801220035725,0.0,0.6296187336531569,0.0,4.068501432077356,0.0,0.7633252643815488,0.0,3.8674619767550285,0.0,0.9437322607566231,0.0,3.6574542576679665
