from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,upgrade_cat,ug_cost_km,total_cost,Ijk_orig,Ijk,Qjk_1,Qjk_2,Qjk_3,Qjk_4,Qjk_5,Qjk_6,Qjk_7,Qjk_8,Qjk_9,Qjk_10,Qjk_11,Qjk_12,Qjk_13,Qjk_14,Qjk_15,Qjk_16,Qjk_17,Qjk_18,Qjk_19,Qjk_20
1,GAB,3,GAB,234443.888792812,375.6815,6.65680555555555,56.4357028104071,100.0,225.4089,0.0,0.0,399.408333333333,225.4089,10310.5732421875,22364.046875,9.4520332711395,397772.593564483,Upgrade,336780.795884595,126.5223145691185,56.43570281040711,78.34305390653105,9.210861861964531,10.75676937015354,39.86306253044607,4.3528069199240935,1.478879250809928,0.21236869839118677,0.283624358478627,0.6218206839280731,0.47327513943728533,0.25188523237791144,0.47687831512089357,1.140815242880628,0.20485235490732034,0.14471352261356538,0.13298868054914542,0.3273026005098111,1.108082161517215,0.11729983694774612,0.15668356509287962,0.21419432121526222
2,GAB,4,GAB,48259.2005854514,57.539,1.1665277777777783,49.3250148827242,100.0,34.5234,0.0,0.0,69.9916666666667,34.5234,25234.94140625,355568.15625,1026.0552244142,654085.620701547,Upgrade,553792.492193977,31.86466620834924,49.32501488272411,96.04641212064004,11.690600610038603,12.867823655196592,3.95057101004535,10.059662929718002,52.05586571570354,1.3878906734630516,1.8829251550502664,4.507517222621764,3.313275766566726,1.6239376673947146,2.904023729394495,2.4013724818448057,1.154725407358548,0.8405035596283595,0.7726084542331816,1.830327185679233,2.836331150043501,0.6824649246198972,0.882164985707086,1.1482354439022542
5,CMR,6,CMR,27144.7026991107,35.682,0.42694444444444496,83.5752765126871,100.0,21.4092,0.0,0.0,25.6166666666667,21.4092,87975.0078125,45126.58203125,206.885917857105,740490.506163646,Resurfacing,175249.419792063,6.253249797020392,83.57527651268695,96.04753113857066,2.390893719244053,10.227479865966748,0.31158669280352547,55.86676120206937,0.4964371710739862,69.13735804067618,0.01419707875970176,2.436519676010401,3.7223743550504462,8.489305688625526,1.8680489509294451,0.27714551754932437,0.00032698856412541533,0.5421717272832353,0.6179490379153946,0.5290320822969091,0.35368739019875783,0.6015217729406015,0.020862129701554676,0.006596664541132457
5,CMR,7,NGA,357788.364718077,493.932,5.77819444444445,85.4820661971493,100.0,296.3592,1944.0346875,7592.57175,7939.26341666667,7888.93095,27761.794921875,1.015322375e6,297.154516514323,595593.674128547,Resurfacing,140957.169543756,69.6232566670865,85.48206619714917,85.48225028832363,3.78363555868332,0.01687225979700799,0.031057706795087854,2.3104306969256836,0.1303857692104708,31.91809987180279,12.24061531249654,1.4425603097376472,2.1922681037414837,9.204531895279654,0.47757886830736446,0.00745324848234491,3.3957405389953452,4.51416450979122,4.335314781867427,1.5164973998738283,0.008645057133743009,3.77204020678575,2.2519267062850936,1.4963747413124364
5,CMR,8,CMR,71615.5844900317,106.2785,1.6123611111111118,65.9148247049703,100.0,63.7671,0.0,0.0,96.7416666666667,63.7671,21207.6171875,1.095948375e6,1727.77423636841,669569.452880411,Mixed Works,360451.555467287,38.30825063773006,65.91482470497024,96.04695413970131,2.8327210434379384,1.0926594701280852,0.08575273673871865,13.534096365945757,0.08781935561345283,75.02604676546457,53.36338864592579,0.023290930939885258,0.0248469110932665,9.6635536718386,0.8180510997883547,0.08922859386479379,2.6771475892337984,3.3766038823434426,3.189679381751977,1.2731195231292771,0.12630226396763955,2.7460476305481136,1.8190557557443015,1.148851305561107
8,CMR,9,CMR,51877.9666250696,64.862,0.895694444444445,72.4153202046829,100.0,38.9172,0.0,0.0,53.7416666666667,38.9172,4752.40625,1.1404265e6,2870.9366368129,584229.311973549,Mixed Works,314510.11294576,20.399754945887885,72.41532020468284,96.04716652263434,18.122272910869913,73.11725963745144,2.0587951924049053,13.795086533887854,3.002675921299574,0.5527616322344582,60.040559857937076,11.536998027373404,17.90536611930216,4.450313085706169,12.824216597567421,1.885516949741855,1.732260952551562,0.5446916823094878,0.39731846171290935,4.627564374542325,2.4070778795288135,0.2855140931471214,1.0781681471113485,1.6465379190449656
6,CMR,8,CMR,74888.4774409911,99.3025,1.2215277777777784,81.2936895963616,100.0,59.5815,0.0,0.0,73.2916666666667,59.5815,30787.623046875,946803.625,1591.03148193678,695312.25294577,Resurfacing,164557.233197165,16.34094464956148,81.29368959636152,96.04745659500375,6.817876666658605,8.963458223445572,0.3989554333816385,67.54041682155263,0.5254234596569956,10.266226758975366,53.40473983519805,1.2276406131393087,1.7925555000897806,23.601166559322987,2.999000115711725,0.38187786076692704,2.648810978727641,1.7994245648020548,1.5835924446150267,2.436206788191137,0.5124090753666828,1.294767255346319,1.5365229577488815,1.229441314742522
6,CMR,9,CMR,109718.392696023,153.232,1.8738888888888832,81.7721909279573,100.0,91.9392,0.0,0.0,112.433333333333,91.9392,22228.517578125,37796.69140625,43.0604433107404,492926.613179841,Resurfacing,116659.298452562,17.875937620482983,81.77219092795755,96.0474722285068,3.9644786494832456,45.274493744957425,0.9454922579245992,33.97300219377078,1.4891147481819862,22.50249293746324,0.03254098422288142,7.680175230562067,12.269236130935703,12.649376668369754,5.010720150897724,0.8357232798092186,0.16333130417478173,0.6101307416247054,0.6608104577051155,0.5090466425754383,1.023247564398914,0.610066482063794,0.06832573642835958,0.04411969672981551
10,GNQ,11,CMR,120387.388709017,293.0025,5.715416666666667,51.2652912444412,100.0,175.8015,1701.2890625,8206.5,8549.425,8382.3015,31886.25,94966.7109375,52.1217373838285,522985.212933671,Upgrade,442794.146950508,129.73979204186622,51.2652912444412,96.04647551297447,1.742582195047616,5.845442362908674,2.079152271807863,1.1498351238884512,3.723236736603125,5.096131328944986,8.701776804834406,49.270701283559305,69.97705031663575,4.140032569277875,2.494446900256367,1.6920641669114673,0.4991093806341751,0.45846492657726085,0.4238759593132483,0.585066768374556,1.7243655606760004,0.3613411483459204,0.23461783503305192,0.006193575307157728
10,GNQ,12,GNQ,138912.98681351,177.5555,1.6233333333333335,109.377104722793,109.377104722793,97.4,0.0,0.0,97.4,97.4,37873.453125,56312.3125,50.4294961554627,532429.468445389,Nothing,0.0,0.0,109.3771047227926,109.37734027348252,24.829467067116063,13.87041366648183,2.5661256438861253,10.532150830997978,4.711282651272366,3.4733060610843483,5.181163613673613,48.999019781681504,17.41865172342914,2.1536815262732265,1.2288269134830756,2.110518786365646,0.15555577410954982,0.002218634622875617,0.016693831074486857,0.6878221226989917,2.332353142680654,0.019841320869769245,0.18915313168203107,0.5261345666514231
