from,from_ctry,to,to_ctry,sp_distance,distance,duration_100kmh,duration_65kmh,border_dist,border_time,total_dist,total_time_100kmh,total_time_65kmh,rugg,pop_wpop,pop_wpop_km2,cost_km
157,CAF,148,CAF,69760.3633848303,84252.6974424792,50.5516184654875,77.7717207161347,0,0,84252.6974424792,50.5516184654875,77.7717207161347,11637.82421875,6474.9833984375,13.7846139688731,415668.694366395
169,CAF,150,CAF,125028.495132996,151002.481366367,90.60148881982,139.386905876646,0,0,151002.481366367,90.60148881982,139.386905876646,15410.3408203125,46291.52734375,54.512775025949,481082.680390322
156,CAF,155,CAF,40093.4794873109,48422.6806277676,29.0536083766606,44.6978590410162,0,0,48422.6806277676,29.0536083766606,44.6978590410162,15902.4814453125,1882.21362304688,6.77264318062272,456095.067868853
157,CAF,155,CAF,89292.5020476918,107842.531114769,64.7055186688612,99.546951798248,0,0,107842.531114769,64.7055186688612,99.546951798248,27038.302734375,7173.69873046875,12.0123622640104,454953.129285042
157,CAF,156,CAF,84801.7707155914,102418.874902835,61.4513249417007,94.5404999103089,0,0,102418.874902835,61.4513249417007,94.5404999103089,27646.685546875,6417.2841796875,11.2537722122583,453846.462853747
174,CAF,156,CAF,113596.430436849,137195.467737811,82.3172806426864,126.641970219518,0,0,137195.467737811,82.3172806426864,126.641970219518,24590.13671875,6280.828125,8.12003429990882,436415.198010871
163,CAF,157,CAF,128047.030210152,154648.100601062,92.7888603606375,142.752092862519,0,0,154648.100601062,92.7888603606375,142.752092862519,17564.818359375,48399.06640625,55.5873874684503,489493.875509097
176,CAF,161,CAF,96721.2106396137,116814.513297987,70.0887079787923,107.828781505834,0,0,116814.513297987,70.0887079787923,107.828781505834,22110.12109375,16643.4609375,25.3253013253477,471510.667176652
182,CAF,161,CAF,120524.167446713,145562.404232011,87.3374425392066,134.365296214164,0,0,145562.404232011,87.3374425392066,134.365296214164,16557.1484375,574449.3125,709.283804583969,602641.215894288
185,CAF,162,TCD,182744.29469757,220708.422712169,132.425053627301,203.73085173431,1100245.53125,5864.35725,1320953.95396217,5996.7823036273,6068.08810173431,16850.052734375,44825.1640625,36.2378943176825,470039.915525219
173,CAF,163,CAF,136216.873249006,164515.183860191,98.7091103161145,151.860169717099,0,0,164515.183860191,98.7091103161145,151.860169717099,20479.01171875,51150.54296875,54.374979952093,497677.01883668
177,CAF,163,CAF,129371.574940337,156247.812256601,93.7486873539606,144.228749775324,0,0,156247.812256601,93.7486873539606,144.228749775324,27972.33203125,75257.7734375,85.5405571550138,536636.202163515
194,TCD,167,TCD,221220.01287353,267177.260961744,160.306356577047,246.625163964687,0,0,267177.260961744,160.306356577047,246.625163964687,42422.07421875,23440.97265625,15.4311557407597,489837.09462158
187,TCD,171,TCD,256081.549614286,309281.091344563,185.568654806738,285.490238164212,0,0,309281.091344563,185.568654806738,285.490238164212,24217.666015625,17629.0390625,9.90903054244171,442299.60417468
179,CAF,175,CAF,154507.519021175,186605.611281978,111.963366769187,172.251333491056,0,0,186605.611281978,111.963366769187,172.251333491056,48902.6015625,13169.1044921875,12.4392980408472,489824.719480602
188,CAF,176,CAF,158915.728288638,191929.60192156,115.157761152936,177.165786389133,0,0,191929.60192156,115.157761152936,177.165786389133,70845.5390625,26627.421875,24.7138999405549,541141.236737654
186,CAF,179,CAF,103947.13365266,125541.58230711,75.3249493842658,115.884537514255,0,0,125541.58230711,75.3249493842658,115.884537514255,70868.1796875,15963.2666015625,22.355082429131,536754.168286045
190,CAF,179,CAF,114054.670571245,137748.904754564,82.6493428527383,127.152835158059,0,0,137748.904754564,82.6493428527383,127.152835158059,63269.87890625,39813.2265625,50.9536551578828,566734.775876607
194,TCD,183,TCD,295806.268466141,357258.403331168,214.355041998701,329.776987690309,0,0,357258.403331168,214.355041998701,329.776987690309,59608.9140625,35408.19921875,16.2512752662076,512360.924556543
