from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,upgrade_cat,ug_cost_km
32,CMR,42,CMR,27987.5445845663,33447.3684210526,30.8,65.1572112098428,90,22.2982456140351,0,0,30.8,22.2982456140351,23659.591796875,27705.67578125,132.887674934522,609305.455580804,Mixed Works: 60-80km/h,328009.436920999
37,NGA,43,NGA,136677.963096819,216612.631578947,219.130952380952,59.3104614091321,90,144.408421052632,0,0,219.130952380952,144.408421052632,114560.71875,135375.34375,117.789923337238,959481.000020719,Upgrade: <60km/h,812360.580017541
37,NGA,44,CMR,53157.1090627595,76457.8947368421,88.1666666666667,52.0318376280967,90,50.9719298245614,1944034.6875,7592.57175,7680.73841666667,7643.54367982456,144529.421875,29034.21484375,70.6038725105049,897950.61977074,Upgrade: <60km/h,760264.858072559
35,CMR,45,CMR,36123.3240820022,45053.1578947368,76.925,35.1405846432787,90,30.0354385964912,0,0,76.925,30.0354385964912,27097.732421875,21162.96484375,78.4329520969141,718601.762557019,Upgrade: <60km/h,608416.158964943
35,CMR,36,CMR,76106.257873989,97255.7894736842,84.1166666666667,69.3720709540843,90,64.8371929824562,0,0,84.1166666666667,64.8371929824562,32394.7734375,59705.13671875,104.256841034887,770641.520786156,Mixed Works: 60-80km/h,414862.01868988
35,CMR,46,CMR,54395.3557781357,83182.1052631579,125.666666666667,39.7155940248499,90,55.4547368421053,0,0,125.666666666667,55.4547368421053,35972.296875,42951.5078125,95.7936953814528,686712.174298047,Upgrade: <60km/h,581416.307572347
28,GAB,47,GAB,39277.0650542975,55051.5789473684,54.7666666666667,60.3121376173239,90,36.701052631579,0,0,54.7666666666667,36.701052631579,19154.40625,4128.96923828125,13.4520945793898,440428.296818837,Mixed Works: 60-80km/h,237097.233120807
28,GAB,48,GAB,61181.5088320344,87214.7368421053,76,68.8537396121884,90,58.1431578947369,0,0,76,58.1431578947369,8585.03515625,13733.7705078125,28.5018876458063,425006.07297705,Mixed Works: 60-80km/h,228794.935952645
14,NGA,43,NGA,122696.37246668,195032.631578947,175.2,66.7919971160779,90,130.021754385965,0,0,175.2,130.021754385965,53172.5859375,140237.859375,117.20871209333,971404.115899607,Mixed Works: 60-80km/h,522939.215725954
14,NGA,49,NGA,100595.393108432,112554.736842105,146.591666666667,46.0686774636552,90,75.0364912280702,0,0,146.591666666667,75.0364912280702,42613.80078125,255324.78125,360.635662488565,1078633.18549292,Upgrade: <60km/h,913242.763717334
29,GNQ,50,GAB,29402.0837985412,43501.0526315789,66.625,39.1754320134294,90,29.000701754386,1632187.5,5862,5928.625,5891.00070175439,4199.3818359375,12393.72265625,49.7307908300345,455944.077349951,Upgrade: <60km/h,386032.652156291
41,CMR,51,CMR,86734.9994220209,149147.368421053,319.441666666667,28.0140101904776,90,99.4315789473685,0,0,319.441666666667,99.4315789473685,19701.423828125,19616.3828125,26.9419612236131,499655.349336559,Upgrade: <60km/h,423041.529104953
27,GAB,52,COG,190307.550117734,228022.105263158,180.783333333333,75.6780288510527,90,152.014736842105,2297986.25,7923.99975,8104.78308333333,8076.01448684211,21395.58984375,8339.2900390625,5.89036786419005,419081.383957535,Mixed Works: 60-80km/h,225605.478363806
27,GAB,40,GAB,231281.587295722,374104.736842105,296.633333333333,75.6701344326092,90,249.403157894737,0,0,296.633333333333,249.403157894737,24316.359375,23005.400390625,11.5414828898182,447792.004770874,Mixed Works: 60-80km/h,241061.36256832
43,NGA,53,NGA,80780.1890384768,106675.789473684,400.891666666667,15.9657780408366,90,71.1171929824562,0,0,400.891666666667,71.1171929824562,87890.28125,25327.580078125,40.3749058282321,757248.878502429,Upgrade: <60km/h,641137.383798722
38,CMR,45,CMR,116910.805183332,154525.263157895,279.883333333333,33.1263590405777,90,103.016842105263,0,0,279.883333333333,103.016842105263,50610.41796875,30240.90625,33.6488347325758,620577.8133151,Upgrade: <60km/h,525422.548606785
45,CMR,54,CMR,98980.0528436931,138125.263157895,232.691666666667,35.6158684502683,90,92.0835087719298,0,0,232.691666666667,92.0835087719298,72029.890625,5311.7568359375,6.41619457903936,545456.011157393,Upgrade: <60km/h,461819.422779926
42,CMR,55,CMR,59734.0730154345,75585.2631578948,50.0083333333333,90.687201255931,90.687201255931,50.0083333333333,0,0,50.0083333333333,50.0083333333333,42857.859375,30066.38671875,66.8663177588778,650997.501544716,Nothing: >90km/h,0
42,CMR,56,CMR,65028.0700428735,87425.2631578947,71.15,73.7247475681474,90,58.2835087719298,0,0,71.15,58.2835087719298,23817.90625,30683.5,63.2160915146191,513200.430098509,Mixed Works: 60-80km/h,276272.89820303
39,GAB,47,GAB,49381.471522704,59097.8947368421,40.7166666666667,87.0865415688218,90,39.3985964912281,0,0,40.7166666666667,39.3985964912281,20181.279296875,3314.37377929688,9.2298359167214,430369.546925816,Resurfacing: 80-90km/h,101854.126105776
39,GAB,57,GAB,160849.57444042,224623.157894737,232.466666666667,57.9755784643714,90,149.748771929825,0,0,232.466666666667,149.748771929825,29764.099609375,6716.40576171875,5.3220710503976,432837.649141694,Upgrade: <60km/h,366469.209606634
38,CMR,44,CMR,24875.0556425422,29565.2631578947,72.6833333333333,24.4060874497641,90,19.7101754385965,0,0,72.6833333333333,19.7101754385965,82419.265625,16550.98046875,84.8406810322243,746897.40725149,Upgrade: <60km/h,632373.138139595
55,CMR,58,CMR,25312.0106970765,30880.5263157895,25.65,72.2351492767005,90,20.5870175438597,0,0,25.65,20.5870175438597,15650.6513671875,13245.162109375,71.163224908006,648925.887393433,Mixed Works: 60-80km/h,349338.436046798
33,CMR,55,CMR,44533.3452803918,58485.2631578947,70.0166666666667,50.1182926370914,90,38.9901754385965,0,0,70.0166666666667,38.9901754385965,40097.125,2282787,6854.61292291347,1176704.08143817,Upgrade: <60km/h,996276.122284314
33,CMR,59,CMR,88802.876890115,114085.789473684,113.45,60.3362482892997,90,76.0571929824562,0,0,113.45,76.0571929824562,48745.65625,1484276.75,2334.77773311787,1103350.26765213,Mixed Works: 60-80km/h,593970.227419396
33,CMR,36,CMR,29127.8855963559,35934.2105263158,58.0416666666667,37.1466354328031,90,23.9561403508772,0,0,58.0416666666667,23.9561403508772,46551.265625,732782.625,3279.99416108886,1262510.40883893,Upgrade: <60km/h,1068925.47948363
36,CMR,60,CMR,21203.7491844083,24395.2631578947,23.75,61.6301385041551,90,16.2635087719298,0,0,23.75,16.2635087719298,36075.49609375,16349.1474609375,98.1176765692537,845796.900015073,Mixed Works: 60-80km/h,455320.664508115
47,GAB,48,GAB,69405.6060460769,92001.052631579,66.3916666666667,83.1439160220119,90,61.3340350877193,0,0,66.3916666666667,61.3340350877193,14116.462890625,12688.0537109375,24.2396543650479,445197.840665304,Resurfacing: 80-90km/h,105363.488957455
44,CMR,61,CMR,118089.994548045,211308.947368421,318,39.8696127110228,90,140.872631578947,0,0,318,140.872631578947,39300.65234375,84641.796875,74.1159875762766,664735.038208219,Upgrade: <60km/h,562808.999016291
48,GAB,50,GAB,21553.1590113813,26446.3157894737,24.9083333333333,63.7047419485482,90,17.6308771929825,0,0,24.9083333333333,17.6308771929825,4603.11865234375,8614.328125,51.5079015450386,462345.465602588,Mixed Works: 60-80km/h,248895.975649393
50,GAB,51,CMR,102218.859523099,190780,116.508333333333,98.2487661826765,98.2487661826765,116.508333333333,2145976.5625,6124.5,6241.00833333333,6241.00833333333,19790.015625,25558.123046875,24.7312972685225,476362.848590851,Nothing: >90km/h,0
46,CMR,60,CMR,19122.7128757442,22848.9473684211,22.9166666666667,59.8226985645933,90,15.2326315789474,0,0,22.9166666666667,15.2326315789474,31134.09765625,9990.0966796875,66.4933431156147,692975.770013132,Upgrade: <60km/h,586719.485277785
46,CMR,54,CMR,120558.373297501,159525.263157895,132.941666666667,71.9978621410921,90,106.350175438597,0,0,132.941666666667,106.350175438597,16997.873046875,14101.1591796875,15.0332096475326,484988.242932008,Mixed Works: 60-80km/h,261085.337445064
60,CMR,62,CMR,201973.52718672,260701.052631579,236.85,66.0420652644912,90,173.800701754386,0,0,236.85,173.800701754386,27380.638671875,54112.75390625,35.6406385421365,600007.988990438,Mixed Works: 60-80km/h,323004.300739852
56,CMR,58,CMR,65590.2578718593,89493.6842105263,73.8916666666667,72.6688312073745,90,59.6624561403509,0,0,73.8916666666667,59.6624561403509,22521.044921875,29135.708984375,57.7185190115629,505900.7932672,Mixed Works: 60-80km/h,272343.260375509
58,CMR,59,CMR,77530.3822597034,107743.157894737,123.983333333333,52.1407942493686,90,71.8287719298246,0,0,123.983333333333,71.8287719298246,23791.294921875,26562.73828125,42.4686626837343,539277.299562802,Upgrade: <60km/h,456588.113629839
63,COG,64,COG,52147.1575112075,68728.9473684211,96.1333333333334,42.8960143076137,90,45.819298245614,0,0,96.1333333333334,45.819298245614,17094.830078125,145634.953125,380.367355164252,660876.817074825,Upgrade: <60km/h,559542.371790018
56,CMR,65,CMR,123668.458954057,170955.263157895,193.416666666667,53.0322229529014,90,113.970175438597,0,0,193.416666666667,113.970175438597,16056.337890625,42700.25,43.5821183980023,493490.244382112,Upgrade: <60km/h,417821.740243521
56,CMR,66,CMR,81481.1532927256,113087.368421053,86.375,78.5556249523955,90,75.3915789473684,0,0,86.375,75.3915789473684,15159.12890625,27965.591796875,44.6383586048251,472207.427513081,Mixed Works: 60-80km/h,254204.998477874
49,NGA,67,NGA,27281.8513185129,30927.8947368421,23.4416666666667,79.161337399667,90,20.6185964912281,0,0,23.4416666666667,20.6185964912281,39298.0546875,92628.21875,443.631388912781,1139948.56348779,Mixed Works: 60-80km/h,613672.310010925
49,NGA,68,NGA,289383.804027999,354762.631578947,404.233333333333,52.6571070208712,90,236.508421052632,0,0,404.233333333333,236.508421052632,30612.66015625,642635.8125,267.344659671815,1191010.44824091,Upgrade: <60km/h,1008388.8461773
53,NGA,67,NGA,134211.351680702,161385.263157895,144.116666666667,67.1894237733805,90,107.590175438596,0,0,144.116666666667,107.590175438596,55943.1484375,230669.25,227.588145379405,992635.967908887,Mixed Works: 60-80km/h,534369.02939095
51,CMR,66,CMR,72520.3410143645,119941.052631579,132.416666666667,54.3471100659137,90,79.960701754386,0,0,132.416666666667,79.960701754386,14404.2548828125,16371.1279296875,24.3300767387294,446413.019024122,Upgrade: <60km/h,377963.022773756
52,COG,64,COG,84906.169361234,138608.421052632,141.908333333333,58.6047701907891,90,92.4056140350877,0,0,141.908333333333,92.4056140350877,52488.1484375,5398.39892578125,8.46333547072883,479490.451858034,Upgrade: <60km/h,405968.582573135
64,COG,69,COG,63179.3906792136,111353.684210526,107.141666666667,62.3587560329618,90,74.2357894736842,0,0,107.141666666667,74.2357894736842,15426.9462890625,5325.875,10.725415539286,451701.216526014,Mixed Works: 60-80km/h,243165.821563171
54,CMR,70,CMR,19534.8663207442,25437.8947368421,21.7083333333333,70.3081927467421,90,16.9585964912281,0,0,21.7083333333333,16.9585964912281,69205.90625,984.409851074219,6.39121055779916,541800.309878183,Mixed Works: 60-80km/h,291669.166817755
67,NGA,71,NGA,151464.769734084,207542.105263158,183.558333333333,67.8396131064029,90,138.361403508772,0,0,183.558333333333,138.361403508772,68927.703125,503048.84375,393.336628461424,1128364.41071885,Mixed Works: 60-80km/h,607436.174436979
59,CMR,65,CMR,26230.9828756673,32356.8421052632,27.4166666666667,70.81132618781,90,21.5712280701754,0,0,27.4166666666667,21.5712280701754,38903.1640625,16050.60546875,76.7065210576965,656761.171365548,Mixed Works: 60-80km/h,353556.43058512
61,CMR,70,CMR,113128.049390231,206331.052631579,151.75,81.580646839504,90,137.554035087719,0,0,151.75,137.554035087719,30727.703125,22261.90234375,22.0179583108697,556530.566625662,Resurfacing: 80-90km/h,131712.234101406
62,CMR,70,CMR,158248.000477988,257927.368421053,412.308333333333,37.534148243256,90,171.951578947368,0,0,412.308333333333,171.951578947368,20151.888671875,41519.890625,27.7272336363843,538223.402706841,Upgrade: <60km/h,455695.814291792
52,COG,72,COG,31861.3367211204,35803.1578947369,37.7916666666667,56.8429408692625,90,23.8687719298246,0,0,37.7916666666667,23.8687719298246,15023.2685546875,2488.96337890625,10.6508279025484,468849.335316548,Upgrade: <60km/h,396959.103901344
52,COG,69,COG,58322.78936566,69791.5789473684,57.8166666666667,72.4271214213106,90,46.5277192982456,0,0,57.8166666666667,46.5277192982456,29729.9609375,3625.46411132813,8.53394387445606,480179.101174467,Mixed Works: 60-80km/h,258496.416132254
72,COG,73,COG,89144.8683574757,106385.789473684,102.7,62.1533336749859,90,70.9238596491228,0,0,102.7,70.9238596491228,14672.28515625,18309.529296875,28.0428830352311,470042.449079036,Mixed Works: 60-80km/h,253039.518420881
72,COG,74,GAB,225085.303745837,323557.368421053,277.783333333333,69.8869938390706,90,215.704912280702,2297986.25,7923.99975,8201.78308333333,8139.7046622807,15854.1220703125,35890.74609375,20.1364520258932,450159.304051097,Mixed Works: 60-80km/h,242335.75868084
53,NGA,61,CMR,194198.693448629,307846.842105263,915.908333333333,20.16665844615,90,205.231228070175,1944034.6875,7592.57175,8508.48008333333,7797.80297807018,44868.0625,84739.9296875,47.0676319183663,689864.972086596,Upgrade: <60km/h,584085.676366651
61,CMR,75,CMR,51248.5594040215,73108.4210526316,82.675,53.0572151576401,90,48.7389473684211,0,0,82.675,48.7389473684211,23918.337890625,40957.83203125,95.70262543999,634446.233288161,Upgrade: <60km/h,537164.47751731
69,COG,73,COG,42514.5420593656,54297.3684210526,43.2416666666667,75.340345467639,90,36.1982456140351,0,0,43.2416666666667,36.1982456140351,19972.31640625,6468.421875,20.2302191934599,490031.848177739,Mixed Works: 60-80km/h,263800.478269016
66,CMR,76,COG,382294.230063092,529598.947368421,445.1,71.3905568234223,90,353.065964912281,2367087.8125,10268.49975,10713.59975,10621.5657149123,6753.7607421875,29158.412109375,9.06938999900288,394157.637471057,Mixed Works: 60-80km/h,215101.998166043
40,GAB,74,GAB,99059.6407829135,133402.631578947,105.966666666667,75.5346765782023,90,88.9350877192982,0,0,105.966666666667,88.9350877192982,21457.046875,39054.98828125,52.1508143060272,505187.846109404,Mixed Works: 60-80km/h,271959.457155562
57,GAB,77,GAB,261323.937395799,424719.473684211,379.533333333333,67.1434263684858,90,283.146315789474,0,0,379.533333333333,283.146315789474,22075.828125,38890.12890625,16.0467118436492,476849.334670842,Mixed Works: 60-80km/h,256703.891831136
57,GAB,78,COG,311927.577611133,490764.736842105,448.65,65.6321948301044,90,327.17649122807,2297986.25,7923.99975,8372.64975,8251.17624122807,9960.126953125,26385.103515625,9.01974133730191,422608.604619364,Mixed Works: 60-80km/h,227504.298820091
73,COG,79,COG,143502.714426053,173117.894736842,116.358333333333,89.2679826760197,90,115.411929824561,0,0,116.358333333333,115.411929824561,17053.466796875,35191.04296875,33.4415749373266,519447.768866767,Resurfacing: 80-90km/h,122935.971965135
75,CMR,80,CMR,98843.4359567258,160541.052631579,251.925,38.2354397455383,90,107.027368421053,0,0,251.925,107.027368421053,45426.5,65634.4765625,75.1185219443658,701875.893285425,Upgrade: <60km/h,594254.92298166
68,NGA,81,NGA,89667.2484965583,114635.263157895,108.191666666667,63.5734340858694,90,76.4235087719298,0,0,108.191666666667,76.4235087719298,16560.978515625,706890.4375,881.114877810724,1253980.62175484,Mixed Works: 60-80km/h,675059.568044688
71,NGA,82,NGA,43695.0800095747,49611.0526315789,70.9833333333333,41.9346770306843,90,33.0740350877193,0,0,70.9833333333333,33.0740350877193,117842.96875,169469.46875,542.467655507941,1323589.40338212,Upgrade: <60km/h,1093338.61536697
