from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,upgrade_cat,ug_cost_km
71,NGA,83,CMR,115275.454645904,147477.894736842,253.633333333333,34.8876607341721,90,98.3185964912281,1944034.6875,7592.57175,7846.20508333333,7690.89034649123,146370.078125,420262.53125,460.749568278323,1139408.83518957,Upgrade: <60km/h,964699.4804605
74,GAB,84,GAB,41823.8499592254,59746.3157894737,53.4416666666667,67.0783523599268,90,39.8308771929825,0,0,53.4416666666667,39.8308771929825,13371.984375,63727.35546875,183.848828698828,560323.588530791,Mixed Works: 60-80km/h,301640.865159076
82,NGA,86,NGA,100967.085229642,121094.736842105,173.95,41.7688083387543,90,80.7298245614035,0,0,173.95,80.7298245614035,114585.9375,414965.125,532.244704832865,1551580.49229162,Upgrade: <60km/h,1093338.61536697
82,NGA,87,CMR,100676.839666467,135449.473684211,211.483333333333,38.4284108490155,90,90.299649122807,1944034.6875,7592.57175,7804.05508333333,7682.87139912281,154332.46875,432221.1875,527.739491198904,1419994.79152342,Upgrade: <60km/h,1093338.61536697
83,CMR,88,CMR,98765.9797824269,130555.263157895,181.05,43.2660358435443,90,87.0368421052632,0,0,181.05,87.0368421052632,64517.84765625,197636.703125,244.169133053248,872292.980728313,Upgrade: <60km/h,738541.390349971
83,CMR,89,CMR,80185.0819600295,100548.421052632,92.1333333333333,65.4801584279077,90,67.0322807017544,0,0,92.1333333333333,67.0322807017544,88001.9609375,273807.78125,453.220805118024,944001.627461775,Mixed Works: 60-80km/h,508187.542783589
62,CMR,90,CMR,27725.356406631,31277.8947368421,34.0833333333333,55.0613305880839,90,20.8519298245614,0,0,34.0833333333333,20.8519298245614,9185.8466796875,27330.095703125,133.882264773737,592275.058116602,Upgrade: <60km/h,501459.54920539
85,CMR,90,CMR,40608.7263856981,51587.3684210526,53.3166666666667,58.053931327224,90,34.3915789473684,0,0,53.3166666666667,34.3915789473684,8329.375,27854.396484375,87.1590570527201,500571.046392686,Upgrade: <60km/h,423816.819279141
85,CMR,91,CMR,79610.7343716129,102222.105263158,117.466666666667,52.2133341298763,90,68.1480701754386,0,0,117.466666666667,68.1480701754386,12160.3095703125,13597.1298828125,22.8237005800524,463906.349298145,Upgrade: <60km/h,392774.042405763
77,GAB,84,GAB,20858.5449823587,30384.7368421053,27.4416666666667,66.434893793853,90,20.2564912280702,0,0,27.4416666666667,20.2564912280702,22007.02734375,24851.380859375,156.861390366736,656275.516069155,Mixed Works: 60-80km/h,353294.986150561
80,CMR,88,CMR,128827.464151524,161038.947368421,193.975,49.8122791189858,90,107.359298245614,0,0,193.975,107.359298245614,69620.9765625,96942.9609375,100.907986455558,754445.870554941,Upgrade: <60km/h,638764.170403184
80,CMR,92,CMR,119869.261065932,167551.052631579,151.566666666667,66.3276654358571,90,111.700701754386,0,0,151.566666666667,111.700701754386,30213.60546875,111270.171875,115.965113793499,715892.8786325,Mixed Works: 60-80km/h,385388.999663829
80,CMR,93,CMR,200113.709347329,261192.105263158,280.858333333333,55.7986872947434,90,174.128070175439,0,0,280.858333333333,174.128070175439,46334.7109375,136851.15625,84.0722764288758,786873.91616729,Upgrade: <60km/h,666219.915688304
68,NGA,94,NGA,108700.178403831,141032.631578947,164.183333333333,51.5396887305056,90,94.0217543859649,0,0,164.183333333333,94.0217543859649,18374.73046875,179817.0625,198.809511715412,1096403.85914612,Upgrade: <60km/h,928288.600743712
81,NGA,94,NGA,78361.8150655863,87499.4736842105,86.7333333333333,60.5299971681702,90,58.3329824561404,0,0,86.7333333333333,58.3329824561404,18121.048828125,130120.0625,237.416509294285,1106141.69964371,Mixed Works: 60-80km/h,595472.948308197
94,NGA,95,TCD,147770.275734631,237108.421052632,753.116666666667,18.8901745145611,90,158.072280701754,1452589.375,6745.07175,7498.18841666667,6903.14403070176,19759.66015625,140285.65625,99.0493482852384,1030925.56490507,Upgrade: <60km/h,872850.311619621
90,CMR,96,CMR,114339.713959145,168849.473684211,149.541666666667,67.7467935651332,90,112.566315789474,0,0,149.541666666667,112.566315789474,9278.234375,50368.9609375,50.864357759272,488241.800283361,Mixed Works: 60-80km/h,262836.83581921
90,CMR,91,CMR,60808.6465577754,74508.9473684211,64.15,69.6888050211265,90,49.6726315789474,0,0,64.15,49.6726315789474,7188.880859375,28376.251953125,65.3843133996331,493003.618830653,Mixed Works: 60-80km/h,265400.281470501
88,CMR,97,CMR,50376.7679885985,58821.052631579,59.75,59.0671658225061,90,39.2140350877193,0,0,59.75,39.2140350877193,40102.08984375,11899.998046875,32.7958794915625,591160.394007513,Upgrade: <60km/h,500515.800259694
81,NGA,86,NGA,65751.7576303769,83036.8421052632,133.958333333333,37.1922403208644,90,55.3578947368421,0,0,133.958333333333,55.3578947368421,15738.810546875,92389.75,181.073716732912,1078740.74851616,Upgrade: <60km/h,913333.833743685
86,NGA,98,NGA,41919.3942758104,50805.2631578947,77.325,39.4221246618,90,33.8701754385965,0,0,77.325,33.8701754385965,14157.6025390625,60379.46875,194.120881638495,1026675.52325038,Upgrade: <60km/h,869251.943018654
77,GAB,99,COG,230058.921538383,319517.894736842,296.183333333333,64.7270508723556,90,213.011929824561,2297986.25,7923.99975,8220.18308333333,8137.01167982456,17788.8671875,15337.68359375,7.63385323311065,438547.741950135,Mixed Works: 60-80km/h,236084.867749822
81,NGA,98,NGA,47932.1895214702,52807.3684210526,56.6416666666667,55.9383629000411,90,35.2049122807018,0,0,56.6416666666667,35.2049122807018,16057.6982421875,61998.93359375,182.567282128253,1005800.01247098,Upgrade: <60km/h,851577.343892096
81,NGA,100,CMR,99592.2804174002,132749.473684211,214.266666666667,37.1731569121934,90,88.499649122807,1944034.6875,7592.57175,7806.83841666667,7681.07139912281,26641.5703125,259823.296875,303.237631794215,1171698.35600314,Upgrade: <60km/h,992037.941415995
89,CMR,101,CMR,40222.8354219008,49231.5789473684,42.225,69.9560624474152,90,32.821052631579,0,0,42.225,32.821052631579,57684.5625,53644.5390625,171.6858829493,854020.391792456,Mixed Works: 60-80km/h,459747.644248272
87,CMR,89,CMR,100431.598917363,120860,110.25,65.774149659864,90,80.5733333333333,0,0,110.25,80.5733333333333,62343.39453125,252752.953125,338.176900106763,999383.0582063,Mixed Works: 60-80km/h,538001.213001058
89,CMR,102,TCD,93051.4712708397,115614.736842105,132.925,52.1864525900043,90,77.0764912280702,1723632.8125,7621.5,7754.425,7698.57649122807,14506.03125,111870.0078125,166.680125575359,682096.853720484,Upgrade: <60km/h,577508.669483343
98,NGA,103,CMR,67238.9932575836,82273.6842105263,115.816666666667,42.6227173921276,90,54.8491228070176,1944034.6875,7592.57175,7708.38841666667,7647.42087280702,31456.921875,136330.03125,273.104264020479,1230102.04621148,Upgrade: <60km/h,1041486.39912571
98,NGA,104,CMR,67198.5955206339,84609.4736842106,375.483333333333,13.5200898958302,90,56.4063157894737,1944034.6875,7592.57175,7968.05508333333,7648.97806578947,10605.7431640625,86177.4609375,168.001035222315,896738.96217131,Upgrade: <60km/h,759238.98797171
96,CMR,105,CMR,120130.662635028,157774.736842105,169.525,55.8412281995359,90,105.183157894737,0,0,169.525,105.183157894737,12101.9990234375,21202.927734375,24.0469250246001,478154.064168259,Upgrade: <60km/h,404837.107662458
96,CMR,106,CMR,62490.1742600943,89653.6842105263,87.225,61.670634022718,90,59.7691228070176,0,0,87.225,59.7691228070176,12971.642578125,40305.50390625,78.189466572254,680150.816383511,Mixed Works: 60-80km/h,366147.856153123
87,CMR,103,CMR,53499.8872916961,60665.2631578947,59.4916666666667,61.1836244203449,90,40.4435087719298,0,0,59.4916666666667,40.4435087719298,203623.375,189750.4375,496.456014367746,1561918.3213894,Mixed Works: 60-80km/h,695173.962132938
103,CMR,104,CMR,111345.395118572,138351.578947368,272.766666666667,30.4329514976492,90,92.2343859649123,0,0,272.766666666667,92.2343859649123,25462.17578125,117991.4609375,134.137086876781,1109016.49032589,Upgrade: <60km/h,938967.295142588
87,CMR,101,CMR,61251.1042869415,72526.8421052632,70.7083333333333,61.5431070309835,90,48.3512280701754,0,0,70.7083333333333,48.3512280701754,66591.2421875,198003.734375,448.233250559622,1029147.17611459,Mixed Works: 60-80km/h,554024.229808351
101,CMR,107,CMR,40345.9032720159,52081.5789473684,63.2,49.4445369753498,90,34.721052631579,0,0,63.2,34.721052631579,59867.35546875,94039.6640625,296.568775835393,833771.692007865,Upgrade: <60km/h,705926.699233326
97,CMR,102,TCD,108469.43915356,139828.421052632,173.475,48.3626186087788,90,93.218947368421,1723632.8125,7621.5,7794.975,7714.71894736842,15617.85546875,72821.7421875,88.338737777878,646499.299086653,Upgrade: <60km/h,547369.406560032
97,CMR,108,CMR,88883.3764659559,119056.842105263,143.108333333333,49.9161045337387,90,79.3712280701754,0,0,143.108333333333,79.3712280701754,54593.16796875,30219.46484375,42.3216478575197,651804.870101747,Upgrade: <60km/h,551861.456686145
91,CMR,105,CMR,19300.6751068802,23714.7368421053,25.4166666666667,55.982329594478,90,15.8098245614035,0,0,25.4166666666667,15.8098245614035,7671.986328125,10602.8115234375,69.4704639715782,539283.595397167,Upgrade: <60km/h,456593.444102934
92,CMR,106,CMR,76312.8015144831,101426.842105263,94.3333333333333,64.5117723637716,90,67.6178947368421,0,0,94.3333333333333,67.6178947368421,20714.283203125,63024.62890625,108.851377958849,739394.862736616,Mixed Works: 60-80km/h,398040.901106545
92,CMR,109,CAF,161597.074264732,231312.105263158,312.125,44.4652825495858,90,154.208070175439,1591690.84375,6711.85725,7023.98225,6866.06532017544,73997.3125,35651.99609375,28.3703620457484,857166.330190446,Upgrade: <60km/h,725734.159561245
87,CMR,107,CMR,51566.5593354896,58809.4736842105,78.5916666666667,44.8974881270614,90,39.2063157894737,0,0,78.5916666666667,39.2063157894737,60193.51171875,162196.203125,433.543802641098,1012937.40784773,Upgrade: <60km/h,857620.338644411
87,CMR,110,TCD,120780.423137883,141210.52631579,324.7,26.0937221402752,90,94.140350877193,1723632.8125,7621.5,7946.2,7715.64035087719,22898.21875,321641.40625,364.959944374306,908390.125351241,Upgrade: <60km/h,769103.639464051
79,COG,111,COG,104922.108937327,143579.473684211,132.833333333333,64.8539655286271,90,95.719649122807,0,0,132.833333333333,95.719649122807,47383.73046875,441434.34375,547.641877222567,1073140.48751825,Mixed Works: 60-80km/h,577707.295780655
79,COG,112,COG,124688.11114546,157668.421052632,91.5833333333333,103.295052918922,103.295052918922,91.5833333333333,0,0,91.5833333333333,91.5833333333333,34634.16796875,422.950592041016,0.440997449088183,490375.500642696,Nothing: >90km/h,0
105,CMR,113,CMR,22038.2434114668,26508.4210526316,36.45,43.6352609919861,90,17.6722807017544,0,0,36.45,17.6722807017544,7961.67919921875,7064.2568359375,40.8385177764815,538376.834692855,Upgrade: <60km/h,455825.720039951
105,CMR,114,CMR,36447.5854577763,46113.6842105263,66.6333333333333,41.5230773281378,90,30.7424561403509,0,0,66.6333333333333,30.7424561403509,8495.642578125,9689.4111328125,35.2194495384473,542210.103521096,Upgrade: <60km/h,459071.220981195
107,CMR,115,CMR,33636.1472139827,36653.6842105263,33.8,65.0657116163189,90,24.4357894736842,0,0,33.8,24.4357894736842,39441.93359375,40907.34375,169.971096401887,823720.293180487,Mixed Works: 60-80km/h,443436.091162162
106,CMR,116,CAF,31669.1047071088,55757.3684210526,51.5583333333333,64.8865447925617,90,37.1715789473684,1591690.84375,6711.85725,6763.41558333333,6749.02882894737,16545.984375,25416.041015625,78.045643480824,743946.879793098,Mixed Works: 60-80km/h,400491.403621951
113,CMR,117,CMR,79771.0637004503,98652.6315789474,97.925,60.4458299181705,90,65.7684210526316,0,0,97.925,65.7684210526316,25705.435546875,25416.033203125,43.3904221562581,587590.454363974,Mixed Works: 60-80km/h,316319.527932606
113,CMR,118,CAF,137037.469183249,188184.736842105,212.583333333333,53.1136850357961,90,125.45649122807,1591690.84375,6711.85725,6924.44058333333,6837.31374122807,15293.703125,91325.9140625,85.0245721810959,682488.750560985,Upgrade: <60km/h,577840.475474969
114,CMR,116,CAF,125090.196027168,200932.631578947,317.033333333333,38.0274142405746,90,133.955087719298,1591690.84375,6711.85725,7028.89058333333,6845.8123377193,9858.33984375,22403.119140625,20.4106308717564,629790.824459183,Upgrade: <60km/h,533222.898042108
114,CMR,119,CAF,141165.657508453,175973.684210526,382.908333333333,27.5742785765912,90,117.315789473684,1591690.84375,6711.85725,7094.76558333333,6829.17303947369,24397.353515625,46586.0859375,43.7322089497631,690008.043032578,Upgrade: <60km/h,584206.809767582
100,CMR,104,CMR,33841.2416570519,44441.052631579,105.916666666667,25.175104559195,90,29.6273684210526,0,0,105.916666666667,29.6273684210526,20051.845703125,47143.3671875,167.537147784666,994327.441077393,Upgrade: <60km/h,841863.900112191
102,TCD,120,TCD,22530.883204429,24546.3157894737,35.6833333333333,41.2735809631505,90,16.3642105263158,0,0,35.6833333333333,16.3642105263158,10294.5341796875,22325.962890625,130.321083878593,711432.4545219,Upgrade: <60km/h,602346.144828542
95,TCD,121,TCD,121958.406959125,192985.263157895,206.425,56.0935729173971,90,128.656842105263,0,0,206.425,128.656842105263,11883.3037109375,109406.0859375,91.6956107212547,769387.620350355,Upgrade: <60km/h,651414.851896634
100,CMR,122,TCD,34297.1234893786,48028.4210526316,139.4,20.6722041833421,90,32.0189473684211,1723632.8125,7621.5,7760.9,7653.51894736842,28465.498046875,41811.0546875,144.507224598301,972825.280099858,Upgrade: <60km/h,823658.737151211
100,CMR,123,TCD,27854.2836624322,50513.6842105263,94.2666666666667,32.1515670364029,90,33.6757894736842,1723632.8125,7621.5,7715.76666666667,7655.17578947368,21609.412109375,677261.5,2275.60006639294,1106677.62297729,Upgrade: <60km/h,936987.054120771
115,CMR,124,CMR,36798.3411747474,41666.3157894737,72.4916666666667,34.4864321972883,90,27.7775438596491,0,0,72.4916666666667,27.7775438596491,12725.3173828125,51476.953125,194.005263961934,713130.321420998,Upgrade: <60km/h,603783.672136446
110,TCD,115,CMR,62110.4438446872,78703.1578947369,212.341666666667,22.2386380770812,90,52.4687719298246,1723632.8125,7621.5,7833.84166666667,7673.96877192982,14368.8505859375,85953.7734375,176.83314231532,692548.825904325,Upgrade: <60km/h,586358.005932327
116,CAF,125,CAF,38157.2848529693,46863.1578947369,37.5166666666667,74.9477425237906,90,31.2421052631579,0,0,37.5166666666667,31.2421052631579,35292.9296875,11513.056640625,41.8625250681467,863451.142797085,Mixed Works: 60-80km/h,464824.53187243
108,CMR,120,TCD,126980.010522013,161410.52631579,187.783333333333,51.5734352300384,90,107.60701754386,1723632.8125,7621.5,7809.28333333333,7729.10701754386,23966.435546875,52051.59765625,51.6233548795043,673889.273052187,Upgrade: <60km/h,570559.584517519
120,TCD,126,TCD,20738.6617891551,22507.3684210526,36.1333333333333,37.3738590017479,90,15.0049122807018,0,0,36.1333333333333,15.0049122807018,9577.171875,16508.494140625,103.033600250496,699487.905262187,Upgrade: <60km/h,592233.093121984
120,TCD,127,TCD,66057.3786926484,77050.5263157895,81.7083333333333,56.5796827612121,90,51.3670175438597,0,0,81.7083333333333,51.3670175438597,32253.630859375,60899.75,128.713683823214,730339.648552374,Upgrade: <60km/h,618354.235774343
93,CMR,108,CMR,67176.3483375047,77890.5263157895,81.1416666666667,57.5959524980676,90,51.9270175438597,0,0,81.1416666666667,51.9270175438597,51811.31640625,28621.5859375,59.397534441657,755107.572843384,Upgrade: <60km/h,639324.411674065
122,TCD,123,TCD,29107.9359302407,35061.5789473684,51.6833333333333,40.7035421510888,90,23.3743859649123,0,0,51.6833333333333,23.3743859649123,5187.4716796875,435704.25,1956.70346778142,991287.731947172,Upgrade: <60km/h,839290.279715274
122,TCD,128,TCD,44447.2403780036,50773.6842105263,70.075,43.4737217642751,90,33.8491228070175,0,0,70.075,33.8491228070175,1378.98266601563,17806.470703125,55.6555371119567,511863.291642721,Upgrade: <60km/h,433377.586924171
123,TCD,129,TCD,144310.986500898,163614.210526316,168.116666666667,58.3930958555306,90,109.076140350877,0,0,168.116666666667,109.076140350877,8337.603515625,648998.875,637.110502547551,860496.368955137,Upgrade: <60km/h,728553.592382016
126,TCD,130,TCD,53695.3611461039,62175.7894736842,141.041666666667,26.4499665707844,90,41.4505263157895,0,0,141.041666666667,41.4505263157895,24211.826171875,38041.8671875,96.2396642553529,726265.39806556,Upgrade: <60km/h,614904.703695507
126,TCD,131,TCD,78364.1282628096,90085.7894736842,125.316666666667,43.1319114383912,90,60.0571929824561,0,0,125.316666666667,60.0571929824561,28549.58203125,66683.09375,118.591628805161,777477.993805692,Upgrade: <60km/h,658264.701422153
117,CMR,132,CMR,108648.685648508,160000,141.616666666667,67.7886312816288,90,106.666666666667,0,0,141.616666666667,106.666666666667,15747.1396484375,27433.7265625,30.2390435541407,505824.202326492,Mixed Works: 60-80km/h,272302.028919094
117,CMR,118,CAF,83969.5859277854,116946.842105263,114.658333333333,61.1975625523581,90,77.9645614035088,1591690.84375,6711.85725,6826.51558333333,6789.82181140351,22784.619140625,38924.0546875,59.6308361639195,671740.845457594,Mixed Works: 60-80km/h,361620.488471338
124,CMR,127,TCD,11105.3390724951,12255.7894736842,101.483333333333,7.24599147729728,90,8.17052631578948,1723632.8125,7621.5,7722.98333333333,7629.67052631579,41155.5859375,25211.578125,260.464984827233,803757.105759056,Upgrade: <60km/h,680514.349542668
110,TCD,124,CMR,40624.8335131052,55589.4736842105,157.416666666667,21.1881530188627,90,37.059649122807,1723632.8125,7621.5,7778.91666666667,7658.55964912281,10559.734375,97096.5546875,280.068229777146,676011.781724635,Upgrade: <60km/h,572356.641860191
127,TCD,130,TCD,51327.5213884292,59454.7368421053,73.7333333333333,48.3808889311887,90,39.6364912280702,0,0,73.7333333333333,39.6364912280702,53147.8203125,56893.37890625,150.011791822119,803894.961629748,Upgrade: <60km/h,680631.067513185
127,TCD,133,TCD,64137.851971989,71884.2105263158,67.2166666666667,64.1664165372519,90,47.9228070175439,0,0,67.2166666666667,47.9228070175439,28940.65234375,68544.15625,151.112593497204,707194.263089156,Mixed Works: 60-80km/h,380706.244962996
125,CAF,134,CAF,49371.9931105215,60242.6315789474,49.85,72.5086839465766,90,40.1617543859649,0,0,49.85,40.1617543859649,38969.796875,45751.8515625,125.855433437182,866416.340386929,Mixed Works: 60-80km/h,466420.796574963
125,CAF,135,CAF,93792.703555979,116636.842105263,123.1,56.8498011885929,90,77.7578947368421,0,0,123.1,77.7578947368421,41486.5078125,27831.119140625,39.9571181896526,774708.254591002,Upgrade: <60km/h,655919.655553714
132,CMR,136,COG,176224.865800492,240943.157894737,1214.29166666667,11.9053682657386,90,160.628771929825,2367087.8125,10268.49975,11482.7914166667,10429.1285219298,21217.259765625,13674.7412109375,9.62505970328049,465464.588392842,Upgrade: <60km/h,394093.35150594
132,CMR,137,CAF,155344.210182955,229257.368421053,287.525,47.8408559438767,90,152.838245614035,1591690.84375,6711.85725,6999.38225,6864.69549561404,31399.263671875,60465.33203125,44.9740782815373,624377.501558711,Upgrade: <60km/h,528639.617986376
111,COG,112,COG,43539.041682727,52673.1578947369,80.3833333333333,39.3164769689099,90,35.1154385964912,0,0,80.3833333333333,35.1154385964912,97603.03125,596879.1875,1855.55191844034,1295284.20017562,Upgrade: <60km/h,1093338.61536697
93,CMR,138,CAF,38731.3970261729,50697.8947368421,68.5916666666667,44.3475692024375,90,33.7985964912281,1591690.84375,6711.85725,6780.44891666667,6745.65584649123,29867.876953125,38309.0234375,127.945679296826,836967.429406037,Upgrade: <60km/h,708632.423563777
93,CMR,139,TCD,29413.9546046282,34716.8421052632,35.8833333333333,58.0495269758232,90,23.1445614035088,1723632.8125,7621.5,7657.38333333333,7644.64456140351,19873.21875,27842.853515625,125.041192757302,828762.6642469,Upgrade: <60km/h,701685.722395708
110,TCD,140,TCD,40622.081341751,46876.3157894737,40.0583333333333,70.2120810659893,90,31.2508771929825,0,0,40.0583333333333,31.2508771929825,8570.46484375,35120.0625,118.607353787846,680582.517756197,Mixed Works: 60-80km/h,366380.255392086
110,TCD,133,TCD,51595.3689217521,56257.8947368421,42.2416666666667,79.9086293362129,90,37.5052631578947,0,0,42.2416666666667,37.5052631578947,12002.7880859375,67636.96875,188.063432173846,667827.728288355,Mixed Works: 60-80km/h,359513.927061897
99,COG,112,COG,331796.371372298,414337.894736842,283.425,87.7137644322503,90,276.225263157895,0,0,283.425,276.225263157895,12197.6064453125,10280.119140625,3.73254456247207,470526.876856608,Resurfacing: 80-90km/h,111358.02752273
121,TCD,128,TCD,65174.8010338968,69558.4210526316,48.8833333333333,85.3768550253916,90,46.3722807017544,0,0,48.8833333333333,46.3722807017544,2160.65771484375,18128.19140625,40.7222304666251,435618.992072445,Resurfacing: 80-90km/h,103096.494790479
128,TCD,141,TCD,117562.627626654,130780.52631579,82.7833333333333,94.7875769552732,94.7875769552732,82.7833333333333,0,0,82.7833333333333,82.7833333333333,1273.5126953125,23347.50390625,27.8327062103663,374662.204917943,Nothing: >90km/h,0
109,CAF,138,CAF,13393.6134594418,15303.1578947368,13.1166666666667,70.0017387815154,90,10.2021052631579,0,0,13.1166666666667,10.2021052631579,34755.94921875,9294.43359375,82.7120184818248,926640.504506881,Mixed Works: 60-80km/h,498841.47159287
109,CAF,142,CAF,50867.832498779,64498.9473684211,70.8916666666667,54.5894464620467,90,42.999298245614,0,0,70.8916666666667,42.999298245614,49769.296875,39348.453125,100.769226229983,939053.102245346,Upgrade: <60km/h,795064.95990106
130,TCD,143,TCD,31040.0986973458,34835.7894736842,75.4666666666667,27.6962990515157,90,23.2238596491228,0,0,75.4666666666667,23.2238596491228,25896.12890625,31459.857421875,136.802328666802,845777.231698437,Upgrade: <60km/h,716091.389504678
130,TCD,131,TCD,48414.4727122513,55688.9473684211,55.3583333333333,60.3583352480252,90,37.1259649122807,0,0,55.3583333333333,37.1259649122807,27589.1015625,57013.22265625,159.49267162226,781065.74529586,Mixed Works: 60-80km/h,420473.726217603
138,CAF,144,TCD,31803.0432629713,36461.052631579,31.9083333333333,68.5608720155049,90,24.3073684210526,1100245.53125,5864.35725,5896.26558333333,5888.66461842105,67369.0703125,19771.51171875,83.3742784691474,991922.382670733,Mixed Works: 60-80km/h,533984.882671077
138,CAF,145,CAF,102834.808649512,135690.52631579,118.475,68.7185615441855,90,90.460350877193,0,0,118.475,90.460350877193,27445.8515625,70688.4375,92.5423887925099,896566.342694171,Mixed Works: 60-80km/h,482651.547817028
129,TCD,146,TCD,27736.7906452277,31843.6842105263,27.1,70.502621868324,90,21.2291228070175,0,0,27.1,21.2291228070175,18596.2734375,13634.431640625,64.9884880614815,620486.648762491,Mixed Works: 60-80km/h,334028.645917141
129,TCD,140,TCD,36769.7506196736,39727.3684210526,29.6583333333333,80.3700625545319,90,26.4849122807018,0,0,29.6583333333333,26.4849122807018,9684.279296875,15270.421875,58.3610449986722,604551.215692828,Resurfacing: 80-90km/h,143077.121047302
140,TCD,146,TCD,29391.1858785538,32806.3157894737,56.7583333333333,34.6799990727075,90,21.8708771929825,0,0,56.7583333333333,21.8708771929825,9935.880859375,7414.40380859375,34.9137084143937,568691.578189246,Upgrade: <60km/h,481492.202866895
134,CAF,142,CAF,112600.5861555,148233.684210526,139.441666666667,63.783094861399,90,98.8224561403509,0,0,139.441666666667,98.8224561403509,51494.01953125,77556.6953125,86.3305044118655,934676.803009456,Mixed Works: 60-80km/h,503167.678953424
134,CAF,147,CAF,47692.3640589704,61528.4210526316,49.7,74.2797839669597,90,41.0189473684211,0,0,49.7,41.0189473684211,42972.703125,61013.00390625,165.531901789853,873470.837087882,Mixed Works: 60-80km/h,470218.467298976
134,CAF,148,CAF,77201.7750973889,97134.7368421053,104.316666666667,55.8691568352099,90,64.7564912280702,0,0,104.316666666667,64.7564912280702,44190.546875,45108.109375,77.8794297151138,830972.142626273,Upgrade: <60km/h,703556.414090245
139,TCD,144,TCD,10361.6151273339,14123.1578947368,241.308333333333,3.51164612501659,90,9.41543859649123,0,0,241.308333333333,9.41543859649123,34890.984375,7919.79248046875,73.6189385998597,841309.998868743,Upgrade: <60km/h,712309.132375536
139,TCD,149,TCD,101546.569762633,123970,107.766666666667,69.0213424064337,90,82.6466666666667,0,0,107.766666666667,82.6466666666667,11252.6904296875,87610.90625,110.483576801164,734515.209042046,Mixed Works: 60-80km/h,395414.020867634
78,COG,99,COG,103210.134193736,143588.421052632,97.6166666666667,88.2564991957442,90,95.7256140350877,0,0,97.6166666666667,95.7256140350877,6651.69873046875,5577.92626953125,6.33097656607904,366184.128862835,Resurfacing: 80-90km/h,94564.9651380129
76,COG,78,COG,168698.805461203,240358.947368421,155.558333333333,92.7082241952446,92.7082241952446,155.558333333333,0,0,155.558333333333,155.558333333333,8595.474609375,5790.783203125,3.87337982200331,381486.374528569,Nothing: >90km/h,0
142,CAF,150,CAF,104553.287473514,123829.473684211,123.05,60.3800765628008,90,82.5529824561404,0,0,123.05,82.5529824561404,23574.994140625,43760.0859375,57.5339894134747,805619.828891789,Mixed Works: 60-80km/h,433692.007886746
144,TCD,151,TCD,54015.2362294199,61496.8421052632,61.1,60.3896976483763,90,40.9978947368421,0,0,61.1,40.9978947368421,24837.88671875,24018.458984375,61.9855221993824,722948.998787275,Mixed Works: 60-80km/h,389187.54434715
133,TCD,152,TCD,13821.9478023428,14926.3157894737,10.525,85.0906363295412,90,9.95087719298246,0,0,10.525,9.95087719298246,4210.6298828125,15319.6435546875,134.403464457903,602582.074845954,Resurfacing: 80-90km/h,142611.091046876
121,TCD,141,TCD,78694.5254782243,93413.6842105263,131.666666666667,42.5682611592272,90,62.2757894736842,0,0,131.666666666667,62.2757894736842,12746.2158203125,19456.416015625,33.9754469461969,545815.798813697,Upgrade: <60km/h,462124.042995597
146,TCD,153,TCD,81009.3567690658,91051.5789473684,66.1166666666667,82.6281029015695,90,60.7010526315789,0,0,66.1166666666667,60.7010526315789,13489.1787109375,32838.42578125,57.286397602581,506259.069752477,Resurfacing: 80-90km/h,119814.646508086
118,CAF,119,CAF,73195.7730676924,93014.7368421053,94.925,58.7925647671985,90,62.0098245614035,0,0,94.925,62.0098245614035,24794.33984375,49276.18359375,90.8887823031803,720169.292482544,Upgrade: <60km/h,609743.334301886
118,CAF,137,CAF,72973.5514727833,87785.2631578948,87.2416666666667,60.3738556439815,90,58.5235087719298,0,0,87.2416666666667,58.5235087719298,19866.798828125,35409.7578125,67.3677110312122,689470.34207723,Mixed Works: 60-80km/h,371164.867484909
131,TCD,143,TCD,35187.348637177,38645.7894736842,35.1583333333333,65.9515724604234,90,25.7638596491228,0,0,35.1583333333333,25.7638596491228,9210.939453125,36677.6953125,144.746575341109,745801.598172733,Mixed Works: 60-80km/h,401489.860349654
143,TCD,152,TCD,28812.1598054146,31596.8421052632,23.7666666666667,79.7676238281539,90,21.0645614035088,0,0,23.7666666666667,21.0645614035088,3648.53173828125,29299.09765625,138.923437754748,642434.164521526,Mixed Works: 60-80km/h,345843.725234088
131,TCD,154,TCD,55612.7224544638,61872.6315789474,100.141666666667,37.0710616100875,90,41.2484210526316,0,0,100.141666666667,41.2484210526316,4159.66162109375,64476.796875,164.11424299011,624048.811220976,Upgrade: <60km/h,528361.326833759
152,TCD,154,TCD,76740.2570409729,85868.4210526316,81.2916666666667,63.3780247646281,90,57.2456140350877,0,0,81.2916666666667,57.2456140350877,1801.24401855469,68802.984375,129.224052988057,553258.566648957,Mixed Works: 60-80km/h,297837.528379355
152,TCD,153,TCD,98650.3783159428,110526.315789474,212.866666666667,31.1536749798078,90,73.6842105263158,0,0,212.866666666667,73.6842105263158,3263.6884765625,29679.177734375,42.6714302174362,479331.814214566,Upgrade: <60km/h,405834.269368333
