lon,lat,iso3c,city_country,city_port,population,IWI,gdp,wealth,gdp_other,SPAM_TOTAL,SPAM_TOP80,port_locode,port_name,port_status,outflows,product
11.0307493,2.5671699,CMR,"",FALSE,0,23.7314194544576,15282464.2109048,0,0,18361.901909869,14239.9138181222,"","","",0,1
11.233892,4.750141,CMR,bafia - CMR,TRUE,107018.126875407,56.2577741985226,549706495.894571,6020601.61690549,289445108.989419,284886.511517615,242506.684037893,"","","",0,4
11.5215797,4.1286998,CMR,"",FALSE,0,47.2132674231036,425999430.973614,0,0,466732.20789169,396938.288218257,"","","",0,1
11.2000599,6.5863299,NGA,"",FALSE,0,23.5640458156064,26158017.5257364,0,0,27782.3991958235,24373.5506315549,"","","",0,1
11.4886093,6.0801997,CMR,bankim - CMR,FALSE,21092.3792361838,48.4903842992829,93703235.1668064,1022777.57494877,49170828.015214,55615.4520889018,41494.462620741,"","","",0,1
11.4499493,0.35482,GAB,"",FALSE,0,24.6084373628492,35012347.0330319,0,0,33764.1969571239,32623.8489709534,"","","",0,1
12.708589,-0.817882,GAB,lastoursville - GAB,TRUE,15925.5515698234,28.9219651239633,30031407.8439154,460598.247082311,22143619.2444167,7589.94899203023,7349.69363070915,"","","",0,1
11.3366795,2.1724999,CMR,bitam - GAB,FALSE,80169.8524098465,49.7119836212941,219623544.122254,3985402.38991985,191601322.013721,32529.1941260163,26110.5815339027,"","","",0,2
11.3987398,2.9416099,CMR,"",FALSE,0,35.989804730622,11071482.8741379,0,0,13811.9149522363,10316.2003058409,"","","",0,1
11.37848,7.80269,NGA,"",FALSE,0,20.2978890632107,0,0,0,0,0,"","","",0,1
11.5749798,6.2867699,CMR,mayo-darle - CMR,FALSE,19459.6703042637,27.6775168161235,57301487.1384908,538595.352082478,25893390.7779194,34361.7951330074,29265.4757239136,"","","",0,1
11.3942499,5.033,CMR,"",FALSE,0,21.4276726170787,47313139.8149917,0,0,56194.1321222136,44085.4972164437,"","","",0,1
11.6239901,4.45331,CMR,ntui - CMR,FALSE,38496.9230736977,39.1395367626388,456049171.320409,1506751.73589147,72438262.513583,421035.591247022,357441.457458339,"","","",0,1
11.5485697,0.78783,GAB,mitzic - GAB,FALSE,11637.3076462173,25.3228390016027,87037085.8562051,294689.667937281,14167435.1637309,70570.40935444,67898.5752230375,"","","",0,1
11.6136293,1.40861,GAB,"",FALSE,0,21.8190986327782,72565348.074848,0,0,70372.4619027178,67615.031745374,"","","",0,1
12.0360594,9.4568796,NGA,"",FALSE,0,44.3513899976176,0,0,0,0,0,"","","",0,1
11.580106,1.599523,GAB,oyem - GAB,TRUE,117355.615343071,47.4419394134149,349310176.779675,5567577.99293,267665645.646723,79696.0165504487,76074.8444105395,"","","",0,4
12.0939293,2.362,CMR,"",FALSE,0,18.6803899301087,8481252.10071525,0,0,9303.50227162661,7902.67180195819,"","","",0,1
12.4489298,-3.7208798,COG,"",FALSE,0,25.0955286884135,83921763.5114454,0,0,80885.5689927439,78196.7268743931,"","","",0,1
12.0422497,8.1119099,NGA,"",FALSE,0,23.3612615213041,38866027.008521,0,0,38360.3908286285,36214.6357692258,"","","",0,1
12.2272902,5.3556399,CMR,"",FALSE,0,18.1823813647694,7305872.2782583,0,0,10246.5913338713,6807.47490541294,"","","",0,1
11.5141802,3.4663,CMR,mbalmayo - CMR,FALSE,129236.935754174,41.0625757569253,377673134.417403,5306801.46499866,255128611.085754,150136.503465427,114184.69083542,"","","",0,4
11.984259,2.933186,CMR,sangmelima - CMR,TRUE,123584.075442859,56.9289655047632,344313607.292441,7035513.56782458,338237791.007039,7856.58544187586,5661.33177770739,"","","",0,4
12.8800592,0.57262,GAB,makokou - GAB,FALSE,27458.9151910746,29.4106161947788,44861402.0896765,807583.615809677,38825210.9290443,5827.12943423999,5624.40982886651,"","","",0,1
11.7421799,3.4712598,CMR,"",FALSE,0,31.8059331008401,91950442.583434,0,0,113872.345101647,85677.6996076319,"","","",0,1
12.3173695,3.86707,CMR,akonolinga - CMR,FALSE,24558,33.8926376387238,112396144.947039,832335.39513178,40015171.986001,87715.3838567677,67443.2344687946,"","","",0,1
11.6356602,4.2817297,CMR,"",FALSE,0,42.5938391278152,408711258.552238,0,0,446809.608239816,380829.493068744,"","","",0,1
12.62843,6.465065,CMR,tibati - CMR,TRUE,55734.922674582,40.1339961626869,131808891.055284,2236865.17274933,107539034.289042,24785.9528426609,22614.1978126043,"","","",0,2
13.4344997,4.5693398,CMR,"",FALSE,0,28.0584954125544,193235376.622864,0,0,182702.617002522,180053.103462104,"","","",0,1
11.893892,-4.818817,COG,pointe noire - COG,TRUE,1210568.39894477,62.4806814208222,3779406122.27334,75637138.4725829,3636314305.76155,140297.730560707,133330.273644775,CGPNR,Pointe Noire,AI,3473713.58117,12
12.1422396,-4.4204998,COG,"",FALSE,0,26.5356186031771,75880939.123064,0,0,73721.1837299895,70704.437362895,"","","",0,1
12.5527201,3.8897099,CMR,ayos - CMR,FALSE,12289.9424341209,24.3573751294474,81594174.1244267,299350.738187197,14391519.7440336,74646.5595748009,62618.1742367835,"","","",0,1
12.6691294,2.67044,CMR,"",FALSE,0,37.2291562950342,5502143.28135533,0,0,6852.78999375467,5126.79402092452,"","","",0,1
12.2308893,9.30441,NGA,"",FALSE,0,36.996444107965,0,0,0,0,0,"","","",0,1
13.1129599,11.8344793,NGA,"",FALSE,0,51.6124374295384,0,0,0,0,0,"","","",0,1
12.666658,-4.1983,COG,dolisie - COG,TRUE,142576.296164443,46.3406113822735,401279423.83554,6607072.73288038,317640164.381532,80593.6334699321,77933.4948866938,"","","",0,4
12.3433399,5.4879899,CMR,"",FALSE,0,18.3748807025148,6910497.07132708,0,0,9778.33763075809,6439.07169537922,"","","",0,1
13.1615601,10.3116198,NGA,"",FALSE,0,34.95484559539,41475374.9519822,0,0,45990.2306876596,38645.9772939694,"","","",0,1
12.6040697,-3.47978,COG,makabana - COG,FALSE,15811.8463469583,20.6214024895594,85396628.4818859,326062.447623697,15675705.9667911,67522.3829051561,64964.6493022045,"","","",0,1
13.0467901,-4.1487999,COG,nkayi - COG,FALSE,145899.299833998,30.8053691455104,560385433.012993,4494481.78945781,216075710.398726,334473.37548753,320821.348514607,"","","",0,4
13.2161398,-1.5501,GAB,moanda - GAB,FALSE,78609.3275619483,58.8645294950298,267125118.103411,4627301.08085476,222461101.215209,43872.3950902163,41617.0941074622,"","","",0,2
13.0723896,6.5987396,CMR,ngaoundal - CMR,FALSE,34771.0780473544,26.4265705771924,61637773.7662175,918880.348063476,44175887.9622018,18194.7731553126,16270.6580247474,"","","",0,1
15.8996,1.4879199,COG,"",FALSE,0,24.580991601038,27473338.367812,0,0,26630.9903835506,25599.1419482335,"","","",0,1
13.7685299,-1.60314,GAB,"",FALSE,0,23.9015667784341,18247036.3853016,0,0,17831.8143677146,17002.246625739,"","","",0,1
15.6253796,-0.00424,COG,makoua - COG,FALSE,24390.7586285276,30.3552408659874,35594698.2944179,740387.353073117,35594698.2944179,0,0,"","","",0,1
14.3372498,-4.2444501,COG,mindouli - COG,FALSE,24738.1054187109,33.7293206519724,40114404.9529396,834399.489989997,40114404.9529396,0,0,"","","",0,1
13.584335,7.328085,CMR,ngaoundere - CMR,TRUE,398186.460856134,59.6974992536809,1356923681.54701,23770735.9497849,1142796633.21762,205175.370306287,199519.571730035,"","","",0,13
13.9104395,12.0382099,NGA,"",FALSE,0,25.6535505925954,0,0,0,0,0,"","","",0,1
13.3954792,10.6302195,NGA,mogode - CMR,FALSE,10383,31.7692183611356,80152491.3910175,329859.794243671,15858266.3612877,88527.2369164395,59908.1542604247,"","","",0,1
13.397603,9.301353,CMR,garoua - CMR,TRUE,622514.987458491,50.9486731855807,2066745258.07537,31716312.6491485,1524786417.6394,640469.612849774,504987.09332955,"","","",0,14
13.583221,-1.63274,GAB,franceville - GAB,TRUE,151034.590135573,58.7599373323003,468332067.649133,8874783.05137593,426662103.061265,41030.8899508475,38827.2922708385,"","","",0,4
13.5015793,4.26088,CMR,"",FALSE,0,30.0433837417853,186724243.720861,0,0,175579.342194405,173986.151817179,"","","",0,1
13.7554197,11.4666996,NGA,"",FALSE,0,24.2981335257613,3929136.44144911,0,0,6854.57064653336,3661.09571949496,"","","",0,1
14.315781,10.591182,CMR,maroua - CMR,TRUE,413800.878053035,54.3721883690733,1389053549.13414,22499259.2887875,1081669403.06068,470145.20600957,286414.788134754,"","","",0,15
13.7330093,8.4772596,CMR,"",FALSE,0,27.0906936732537,419184657.098061,0,0,418726.515332314,390588.409603222,"","","",0,1
13.964553,9.756758,CMR,figuil centre - CMR,TRUE,141392.26346044,33.7768793700786,618295550.739699,4775789.42676566,229599794.023774,443812.8760827,362179.423469878,"","","",0,4
13.684509,4.577279,CMR,bertoua - CMR,TRUE,345365.807885422,61.3696470867224,1287722068.05914,21194977.7457491,1018965052.66526,252315.933641761,250422.751488842,"","","",0,16
14.2049799,4.4045601,CMR,"",FALSE,0,17.2707198086481,120608398.961895,0,0,114062.279518102,112380.646423081,"","","",0,1
14.300062,6.517352,CMR,meiganga - CMR,TRUE,69452.702674907,46.9992726155422,188464382.333001,3264226.50690415,156930230.095949,32097.6265073175,29382.9322278238,"","","",0,2
15.3446693,7.7679696,CMR,touboro - CMR,FALSE,31160.2874243382,38.8384086261568,449014648.485691,1210215.97589494,58182075.0371608,403198.349962024,364170.469265732,"","","",0,1
13.6138992,12.6806498,NGA,"",FALSE,0,30.6971758574637,0,0,0,0,0,"","","",0,1
14.713518,13.467278,TCD,bol - TCD,TRUE,90244.3560199552,23.8217356843365,116762320.677029,2149777.19611054,103352212.02545,30474.7058430283,12495.2879885621,"","","",0,2
14.1283493,5.5056601,CMR,"",FALSE,0,37.885875671436,60603795.9716808,0,0,58109.1963017244,56469.4816083393,"","","",0,1
14.1898193,8.5108795,CMR,tchollire - CMR,FALSE,29572.4475426371,19.413397373084,276787836.433988,574101.675439895,27600384.9103901,266560.007480288,232188.198531593,"","","",0,1
14.0937595,11.6462593,NGA,"",FALSE,0,21.9184478623156,801621.583636542,0,0,1470.26111819005,746.935972379753,"","","",0,1
15.7244291,-0.92713,COG,"",FALSE,0,31.8816829236498,41919.7685769159,0,0,121.134591892922,39.0600549474845,"","","",0,1
14.8157597,12.1747494,CMR,"",FALSE,0,17.7234814494068,33490216.4247613,0,0,61199.082653361,31205.5561889403,"","","",0,1
14.1626501,10.0613394,CMR,moutourwa - CMR,FALSE,11471.4303570819,17.4971601977199,335594409.986838,200717.45465485,9649647.86501063,420606.016350214,303709.222415273,"","","",0,1
14.7029295,9.3443298,TCD,"",FALSE,0,13.7659981848826,76232994.9870703,0,0,117498.812057292,71032.4764208263,"","","",0,1
14.15061,11.0441399,CMR,mora - CMR,FALSE,72478.9278759966,26.4746143867019,283900895.250585,1918851.66667859,92250287.4524656,302023.534230986,178576.445563576,"","","",0,2
14.6434498,11.92132,CMR,"",FALSE,0,26.1281380208488,39406775.6541013,0,0,68239.335282077,36718.4952256631,"","","",0,1
14.3721695,4.45296,CMR,batouri - CMR,FALSE,47617.4021299521,35.366759098458,231767727.855767,1684073.19002442,80963129.4427543,142248.480022107,140516.899312972,"","","",0,1
14.551279,5.878111,CMR,garoua-boulai - CMR,TRUE,45131.9236986535,34.3876275173307,221419019.052898,1551979.78128989,74612636.0002732,137764.594496926,136791.437151079,"","","",0,1
14.5141497,10.1704798,CMR,kaele - CMR,FALSE,65845.1256634445,22.4174775985443,354996672.907717,1476081.6295336,70963773.2777327,428890.862047408,264656.53420973,"","","",0,2
14.9436398,8.2232294,CMR,madingring - CMR,FALSE,22028.1538716239,24.1676508314475,229505566.158724,532368.731230805,25594041.1338593,214785.681484477,190000.93851383,"","","",0,1
15.4863501,7.36901,CAF,"",FALSE,0,16.7152247326941,200434586.737997,0,0,205644.073996114,186761.192562349,"","","",0,1
15.374228,10.280878,TCD,bongor - TCD,TRUE,174932.893358645,33.2915882919112,434423347.505225,5823793.86440881,279983423.098858,244863.952982623,143904.227961792,"","","",0,4
15.283194,-4.266136,COG,brazzaville - COG,TRUE,2339401.02555672,60.6262456666502,6852141165.78591,141829101.288215,6818544439.97223,33771.2290422421,31304.7996419691,"","","",0,17
15.4050999,-3.89394,COG,mingali - COG,FALSE,22699.9776569359,32.7304753102461,472442370.59549,742981.058243479,35719392.6893458,439692.504543168,406930.288332666,"","","",0,1
14.5641098,4.4013901,CMR,"",FALSE,0,18.3671796396364,116561222.080385,0,0,110246.645253363,108609.562833153,"","","",0,1
14.5942297,4.6947098,CMR,"",FALSE,0,19.5978635301114,76811116.1323946,0,0,72881.1475229258,71571.1588723107,"","","",0,1
14.8210993,10.1556597,CMR,guidiguis - CMR,FALSE,105815.42124847,15.4830029031138,384163404.576069,1638340.47438427,78764493.5413729,462538.655673023,284564.983321165,"","","",0,4
14.825375,5.795872,CAF,baboua - CAF,TRUE,33876.4014503127,22.9883594180969,88931784.1546691,778762.892331526,37439632.2146409,48393.0851708312,47979.4224162126,"","","",0,1
15.1096897,3.9338698,CMR,gamboula - CAF,FALSE,30115.4286851533,28.723234850042,156312483.291392,865012.530733348,41586150.7149539,109131.052575868,106899.847172027,"","","",0,1
15.792011,4.261094,CAF,berberati - CAF,TRUE,104474.448759496,30.042597303475,169220426.026656,3138683.79258407,150894666.386308,19202.5471358711,17075.5994798254,"","","",0,4
15.8485699,4.9169397,CAF,carnot - CAF,FALSE,103120.827602819,19.7435333685845,116258261.095993,2035969.50077229,97880818.4875487,19534.1226226052,17123.7567011607,"","","",0,4
14.907253,9.36462,TCD,pala - TCD,TRUE,102248.731107662,22.2881284266189,182249426.764795,2278932.8503864,109561470.63567,118578.528323725,67729.2756331545,"","","",0,4
15.731938,12.99809,TCD,massakory - TCD,TRUE,54804.1239070126,24.2170183811361,67113951.8433091,1327192.47601819,63805811.3316038,4781.85281717821,3082.46334719429,"","","",0,2
15.0444393,12.3873701,TCD,"",FALSE,0,17.8299036068392,10452771.0852711,0,0,18927.0043634539,9739.69625321353,"","","",0,1
15.06721,12.126544,TCD,ndjamena - TCD,TRUE,2136601.20273328,48.0116784932716,4956437333.17561,102581810.013968,4931700363.04211,42767.2420182153,23049.4452963414,"","","",0,18
15.1236095,10.0114002,CMR,"",FALSE,0,18.0595343969613,213338376.08642,0,0,325140.342678626,198784.701710673,"","","",0,1
15.17027,5.8000598,CAF,"",FALSE,0,21.0499690274548,7468293.87864856,0,0,7865.58174397245,6958.81630951114,"","","",0,1
15.09583,9.3775196,TCD,"",FALSE,0,14.8317407488972,74649008.352251,0,0,120249.852333791,69556.5473522152,"","","",0,1
15.1395493,9.9127693,TCD,fianga - TCD,FALSE,56319.0562453928,19.8914956217312,216670303.201803,1120270.26072526,53857864.7693171,250063.101877227,151705.579663167,"","","",0,2
15.4413595,12.4850397,TCD,massaguet - TCD,FALSE,32539.3169618224,20.0344247233117,32297239.8090467,651906.496219612,31340912.2303263,1430.57262949176,891.088120013699,"","","",0,1
15.5493994,10.9177799,TCD,guelendeng - TCD,FALSE,31407.8777896404,20.1485325851605,43885766.6873659,632822.64907531,30423441.4245667,28618.1589642479,12543.9424485614,"","","",0,1
15.5116692,9.6324301,TCD,gounou-gaya - TCD,FALSE,44789.1295632699,18.1305695145841,103986691.489367,812052.427044577,39040052.5075515,115149.766072149,60516.0613572931,"","","",0,1
15.806615,9.308491,TCD,kelo - TCD,TRUE,126495.723213993,21.5906789830408,190908547.439885,2731128.5526409,131301130.9972,132108.848241271,55541.0738314765,"","","",0,4
15.2196093,2.96295,CMR,"",FALSE,0,13.1703732274604,21173404.4052856,0,0,20749.9639915349,19728.9815180705,"","","",0,1
15.7224398,9.9681501,TCD,"",FALSE,0,15.1195968184272,60434037.775645,0,0,101511.072944884,56311.3041018776,"","","",0,1
15.595828,5.933999,CAF,bouar - CAF,TRUE,81699.3661359343,25.3106731983058,128904786.397933,2067865.95677536,99414265.437146,31772.393490628,27478.7148942566,"","","",0,2
15.8188992,5.2572198,CAF,"",FALSE,0,16.1874045777634,6544713.42525988,0,0,7107.75692005994,6098.2413473285,"","","",0,1
16.051254,1.613441,COG,ouesso - COG,TRUE,47976.2685205373,53.3747210009662,148190454.083093,2560719.94695112,123108604.637688,24209.7180811337,23370.7973774821,"","","",0,1
16.3028488,3.8475299,CAF,basse-mambere - CAF,FALSE,10645.019082835,20.0800842580189,33472047.7561382,213752.880111546,10276336.0902276,25338.4952701409,21613.3295333934,"","","",0,1
15.5388298,7.4776397,CAF,mbai mboum - CMR,FALSE,26407.9671480255,15.5964992374169,260494599.356262,411871.83948591,19801059.2720377,248023.395077761,224273.730995059,"","","",0,1
15.6110096,7.7862897,TCD,laramanaye - TCD,FALSE,11864.4189801545,14.0274208907114,184172302.881598,166427.198658373,8001117.11746771,188146.089831182,164153.010136124,"","","",0,1
15.5752592,10.5880795,TCD,moulkou i - TCD,FALSE,12643.5040514883,12.3394146476631,21742655.6458807,156013.439090722,7500467.52049314,24207.9041509929,13270.6040523418,"","","",0,1
16.4475193,12.87778,TCD,"",FALSE,0,19.3966031378718,2837616.92802189,0,0,4002.06773556759,2644.03828768946,"","","",0,1
15.6587,6.9447098,CAF,bokaranga - CAF,FALSE,44006.346260792,15.3452468706415,47188467.3560615,675288.247246786,32465008.1106152,15848.8773438988,13719.0434648744,"","","",0,1
15.7946997,9.6247196,TCD,kim - TCD,FALSE,13549.6209183554,14.2064206791681,70883378.5398929,192491.614809413,9254184.21169293,130592.970223426,57424.9285849897,"","","",0,1
15.6824598,7.7256999,TCD,baibokoum - TCD,FALSE,16296.6288890164,10.8608665787997,138316335.12462,176995.512047821,8509197.00972529,139679.456752264,120951.859217457,"","","",0,1
16.44061,7.242225,CAF,paoua - CAF,TRUE,59887.8591216403,18.6605180209767,126251694.42776,1117538.47437708,53726532.0142874,79736.340906149,67577.5874990266,"","","",0,2
15.7607698,10.77948,TCD,"",FALSE,0,13.3179406550408,16366910.5881462,0,0,34703.7560037773,15250.3806341526,"","","",0,1
15.9511194,5.6910501,CAF,baoro - CAF,FALSE,17765,20.7012556098196,42608004.4333672,367757.805908445,17680242.7707534,23837.3344343369,23227.2212684798,"","","",0,1
16.250349,6.1756797,CAF,"",FALSE,0,15.9324798425834,13109515.5041345,0,0,14414.6682072128,12215.2009257124,"","","",0,1
16.077206,8.574358,TCD,moundou - TCD,TRUE,301582.399103316,33.6967763405847,565923940.516925,10162354.6508414,488563109.912888,135268.958655063,72083.3725174876,"","","",0,19
16.3669205,6.3208299,CAF,bozoum - CAF,FALSE,30577.8599977087,23.7597953071107,55598363.0379994,726523.694475048,34928192.1162575,22676.2539792157,19260.0779867315,"","","",0,1
16.0609303,8.0346098,TCD,bessao - TCD,FALSE,16147.5172698767,9.85271936042225,14850618.0005149,159096.956027667,7648709.99735434,23651.5886127445,6710.60294176068,"","","",0,1
15.8144693,9.8830996,TCD,"",FALSE,0,19.1096002833937,50926849.4852325,0,0,94268.8248460031,47452.6841803907,"","","",0,1
16.4502888,10.5119896,TCD,ba-illi - TCD,FALSE,15238.4978910859,17.9913575963026,62895698.6637327,274161.264789029,13180516.2036821,100712.81650534,46323.6755482265,"","","",0,1
16.3063602,9.3920593,TCD,lai - TCD,FALSE,68178.740235502,18.2921354733362,110617092.651936,1247134.7527892,59956973.9728269,109731.214337672,47204.1494127368,"","","",0,2
15.9440699,5.2656698,CAF,"",FALSE,0,15.6978560740351,6890262.18612269,0,0,7359.00851647571,6420.21720846837,"","","",0,1
16.2233887,5.0362797,CAF,"",FALSE,0,22.7746474254728,9594815.40242546,0,0,10078.8759432804,8940.2692226714,"","","",0,1
16.6357002,5.6790099,CAF,binon - CAF,FALSE,23704.3723906428,16.643510771566,35317637.8644394,394523.977216876,18967047.2903954,16273.2535362119,15235.1739507854,"","","",0,1
16.318302,1.40515,COG,pokola - COG,TRUE,17500.6926778217,53.2889896720864,47848827.6319396,932594.231362798,44835193.5762943,2885.59148392908,2808.04774933651,"","","",0,1
16.4396496,8.2814693,TCD,donia - TCD,FALSE,14218.3870855606,10.6876587471578,31203450.8230706,151961.269105467,7305656.29436375,41366.3383413118,22267.5171906604,"","","",0,1
16.9249191,5.3853297,CAF,"",FALSE,0,15.7452556981713,16879821.7445313,0,0,16349.5378286701,15728.3016397235,"","","",0,1
17.46935,4.318939,CAF,boda - CAF,TRUE,29539,23.8858730261276,37572202.2041205,705564.803318783,33920577.1101444,3618.26463042855,3402.51584539667,"","","",0,1
17.5184402,8.9181194,TCD,koumra - TCD,FALSE,107185.492020245,17.7183434867482,202569254.547281,1899149.36441081,91303083.935258,147572.916141828,103675.733083485,"","","",0,4
17.455211,6.492666,CAF,bossangoa - CAF,TRUE,58763.1271376364,34.4475859065998,163780773.228323,2024247.87021417,97317291.9746996,72542.3097212809,61929.4265664726,"","","",0,2
16.6315002,7.9285197,TCD,gore - TCD,FALSE,108975.546105379,28.1920618238357,163343365.486976,3072245.33308911,147700585.732373,17257.6990163209,14575.6490908369,"","","",0,4
16.6266804,7.3415098,CAF,"",FALSE,0,16.1067642736146,83214573.3098896,0,0,90057.1201857375,77537.7802945614,"","","",0,1
17.3640194,12.1553392,TCD,"",FALSE,0,16.8813528206166,37785313.7343576,0,0,53613.5998768516,35207.6473886997,"","","",0,1
19.6925602,13.30019,TCD,oum hadjer - TCD,FALSE,46033.8395150495,19.2319718491905,48450822.6492396,885321.505663584,42562520.4926252,9200.95496615528,5486.60962578415,"","","",0,1
16.7320595,10.4628696,TCD,bousso - TCD,FALSE,17442.4201930101,19.5098418591017,57169449.6913403,340298.85960563,16360132.5540209,81872.4619464963,38025.3571015847,"","","",0,1
17.2771301,6.9893699,CAF,"",FALSE,0,17.4170873937364,78289835.7100516,0,0,85518.831290339,72949.0020693509,"","","",0,1
17.3041687,7.1547298,CAF,"",FALSE,0,16.3660076744991,54426453.4894141,0,0,59766.1385649533,50713.5496225974,"","","",0,1
17.9369888,11.0624495,TCD,melfi - TCD,FALSE,13611.089510689,17.7989056312071,21513784.2648379,242262.497738667,11646958.1486873,13109.8603090067,9193.72370930372,"","","",0,1
18.1694088,9.2109594,TCD,"",FALSE,0,14.2471329743725,12383689.4101038,0,0,15394.5492418318,11538.8897704364,"","","",0,1
