lon,lat,iso3c,city_country,city_port,population,IWI,gdp,wealth,port_locode,port_name,port_status,outflows,product
13.583221,-1.63274,GAB,franceville - GAB,TRUE,151034.590135573,58.7599373323003,426662103.061153,8874783.05137593,"","","",0,4
13.5015793,4.26088,CMR,"",FALSE,0,30.0433837417853,0,0,"","","",0,1
13.7554197,11.4666996,NGA,"",FALSE,0,24.2981335257613,0,0,"","","",0,1
14.315781,10.591182,CMR,maroua - CMR,TRUE,413800.878053035,54.3721883690733,1081669403.06039,22499259.2887875,"","","",0,15
13.7330093,8.4772596,CMR,"",FALSE,0,27.0906936732537,0,0,"","","",0,1
13.964553,9.756758,CMR,figuil centre - CMR,TRUE,141392.26346044,33.7768793700786,229599794.023713,4775789.42676566,"","","",0,4
13.684509,4.577279,CMR,bertoua - CMR,TRUE,345365.807885422,61.3696470867224,1018965052.66499,21194977.7457491,"","","",0,16
14.2049799,4.4045601,CMR,"",FALSE,0,17.2707198086481,0,0,"","","",0,1
14.300062,6.517352,CMR,meiganga - CMR,TRUE,69452.702674907,46.9992726155422,156930230.095908,3264226.50690415,"","","",0,2
15.3446693,7.7679696,CMR,touboro - CMR,FALSE,31160.2874243382,38.8384086261568,58182075.0371455,1210215.97589494,"","","",0,1
13.6138992,12.6806498,NGA,"",FALSE,0,30.6971758574637,0,0,"","","",0,1
14.713518,13.467278,TCD,bol - TCD,TRUE,90244.3560199552,23.8217356843365,103352212.025422,2149777.19611054,"","","",0,2
14.1283493,5.5056601,CMR,"",FALSE,0,37.885875671436,0,0,"","","",0,1
14.1898193,8.5108795,CMR,tchollire - CMR,FALSE,29572.4475426371,19.413397373084,27600384.9103828,574101.675439895,"","","",0,1
14.0937595,11.6462593,NGA,"",FALSE,0,21.9184478623156,0,0,"","","",0,1
15.7244291,-0.92713,COG,"",FALSE,0,31.8816829236498,0,0,"","","",0,1
14.8157597,12.1747494,CMR,"",FALSE,0,17.7234814494068,0,0,"","","",0,1
14.1626501,10.0613394,CMR,moutourwa - CMR,FALSE,11471.4303570819,17.4971601977199,9649647.86500808,200717.45465485,"","","",0,1
14.7029295,9.3443298,TCD,"",FALSE,0,13.7659981848826,0,0,"","","",0,1
14.15061,11.0441399,CMR,mora - CMR,FALSE,72478.9278759966,26.4746143867019,92250287.4524413,1918851.66667859,"","","",0,2
14.6434498,11.92132,CMR,"",FALSE,0,26.1281380208488,0,0,"","","",0,1
14.3721695,4.45296,CMR,batouri - CMR,FALSE,47617.4021299521,35.366759098458,80963129.4427329,1684073.19002442,"","","",0,1
14.551279,5.878111,CMR,garoua-boulai - CMR,TRUE,45131.9236986535,34.3876275173307,74612636.0002535,1551979.78128989,"","","",0,1
14.5141497,10.1704798,CMR,kaele - CMR,FALSE,65845.1256634445,22.4174775985443,70963773.277714,1476081.6295336,"","","",0,2
14.9436398,8.2232294,CMR,madingring - CMR,FALSE,22028.1538716239,24.1676508314475,25594041.1338525,532368.731230805,"","","",0,1
15.4863501,7.36901,CAF,"",FALSE,0,16.7152247326941,0,0,"","","",0,1
15.374228,10.280878,TCD,bongor - TCD,TRUE,174932.893358645,33.2915882919112,279983423.098784,5823793.86440881,"","","",0,4
15.283194,-4.266136,COG,brazzaville - COG,TRUE,2339401.02555672,60.6262456666502,6818544439.97043,141829101.288215,"","","",0,17
15.4050999,-3.89394,COG,mingali - COG,FALSE,22699.9776569359,32.7304753102461,35719392.6893364,742981.058243479,"","","",0,1
14.5641098,4.4013901,CMR,"",FALSE,0,18.3671796396364,0,0,"","","",0,1
14.5942297,4.6947098,CMR,"",FALSE,0,19.5978635301114,0,0,"","","",0,1
14.8210993,10.1556597,CMR,guidiguis - CMR,FALSE,105815.42124847,15.4830029031138,78764493.5413521,1638340.47438427,"","","",0,4
14.825375,5.795872,CAF,baboua - CAF,TRUE,33876.4014503127,22.9883594180969,37439632.214631,778762.892331526,"","","",0,1
15.1096897,3.9338698,CMR,gamboula - CAF,FALSE,30115.4286851533,28.723234850042,41586150.7149429,865012.530733348,"","","",0,1
15.792011,4.261094,CAF,berberati - CAF,TRUE,104474.448759496,30.042597303475,150894666.386268,3138683.79258407,"","","",0,4
15.8485699,4.9169397,CAF,carnot - CAF,FALSE,103120.827602819,19.7435333685845,97880818.4875228,2035969.50077229,"","","",0,4
14.907253,9.36462,TCD,pala - TCD,TRUE,102248.731107662,22.2881284266189,109561470.635641,2278932.8503864,"","","",0,4
15.731938,12.99809,TCD,massakory - TCD,TRUE,54804.1239070126,24.2170183811361,63805811.3315869,1327192.47601819,"","","",0,2
15.0444393,12.3873701,TCD,"",FALSE,0,17.8299036068392,0,0,"","","",0,1
15.06721,12.126544,TCD,ndjamena - TCD,TRUE,2136601.20273328,48.0116784932716,4931700363.04081,102581810.013968,"","","",0,18
15.1236095,10.0114002,CMR,"",FALSE,0,18.0595343969613,0,0,"","","",0,1
15.17027,5.8000598,CAF,"",FALSE,0,21.0499690274548,0,0,"","","",0,1
15.09583,9.3775196,TCD,"",FALSE,0,14.8317407488972,0,0,"","","",0,1
15.1395493,9.9127693,TCD,fianga - TCD,FALSE,56319.0562453928,19.8914956217312,53857864.7693029,1120270.26072526,"","","",0,2
15.4413595,12.4850397,TCD,massaguet - TCD,FALSE,32539.3169618224,20.0344247233117,31340912.230318,651906.496219612,"","","",0,1
15.5493994,10.9177799,TCD,guelendeng - TCD,FALSE,31407.8777896404,20.1485325851605,30423441.4245587,632822.64907531,"","","",0,1
15.5116692,9.6324301,TCD,gounou-gaya - TCD,FALSE,44789.1295632699,18.1305695145841,39040052.5075412,812052.427044577,"","","",0,1
15.806615,9.308491,TCD,kelo - TCD,TRUE,126495.723213993,21.5906789830408,131301130.997165,2731128.5526409,"","","",0,4
15.2196093,2.96295,CMR,"",FALSE,0,13.1703732274604,0,0,"","","",0,1
15.7224398,9.9681501,TCD,"",FALSE,0,15.1195968184272,0,0,"","","",0,1
15.595828,5.933999,CAF,bouar - CAF,TRUE,81699.3661359343,25.3106731983058,99414265.4371198,2067865.95677536,"","","",0,2
15.8188992,5.2572198,CAF,"",FALSE,0,16.1874045777634,0,0,"","","",0,1
16.051254,1.613441,COG,ouesso - COG,TRUE,47976.2685205373,53.3747210009662,123108604.637656,2560719.94695112,"","","",0,1
16.3028488,3.8475299,CAF,basse-mambere - CAF,FALSE,10645.019082835,20.0800842580189,10276336.0902249,213752.880111546,"","","",0,1
15.5388298,7.4776397,CAF,mbai mboum - CMR,FALSE,26407.9671480255,15.5964992374169,19801059.2720325,411871.83948591,"","","",0,1
15.6110096,7.7862897,TCD,laramanaye - TCD,FALSE,11864.4189801545,14.0274208907114,8001117.1174656,166427.198658373,"","","",0,1
15.5752592,10.5880795,TCD,moulkou i - TCD,FALSE,12643.5040514883,12.3394146476631,7500467.52049116,156013.439090722,"","","",0,1
16.4475193,12.87778,TCD,"",FALSE,0,19.3966031378718,0,0,"","","",0,1
15.6587,6.9447098,CAF,bokaranga - CAF,FALSE,44006.346260792,15.3452468706415,32465008.1106066,675288.247246786,"","","",0,1
15.7946997,9.6247196,TCD,kim - TCD,FALSE,13549.6209183554,14.2064206791681,9254184.21169048,192491.614809413,"","","",0,1
15.6824598,7.7256999,TCD,baibokoum - TCD,FALSE,16296.6288890164,10.8608665787997,8509197.00972304,176995.512047821,"","","",0,1
16.44061,7.242225,CAF,paoua - CAF,TRUE,59887.8591216403,18.6605180209767,53726532.0142732,1117538.47437708,"","","",0,2
15.7607698,10.77948,TCD,"",FALSE,0,13.3179406550408,0,0,"","","",0,1
15.9511194,5.6910501,CAF,baoro - CAF,FALSE,17765,20.7012556098196,17680242.7707487,367757.805908445,"","","",0,1
16.250349,6.1756797,CAF,"",FALSE,0,15.9324798425834,0,0,"","","",0,1
16.077206,8.574358,TCD,moundou - TCD,TRUE,301582.399103316,33.6967763405847,488563109.912759,10162354.6508414,"","","",0,19
16.3669205,6.3208299,CAF,bozoum - CAF,FALSE,30577.8599977087,23.7597953071107,34928192.1162483,726523.694475048,"","","",0,1
16.0609303,8.0346098,TCD,bessao - TCD,FALSE,16147.5172698767,9.85271936042225,7648709.99735233,159096.956027667,"","","",0,1
15.8144693,9.8830996,TCD,"",FALSE,0,19.1096002833937,0,0,"","","",0,1
16.4502888,10.5119896,TCD,ba-illi - TCD,FALSE,15238.4978910859,17.9913575963026,13180516.2036786,274161.264789029,"","","",0,1
16.3063602,9.3920593,TCD,lai - TCD,FALSE,68178.740235502,18.2921354733362,59956973.9728111,1247134.7527892,"","","",0,2
15.9440699,5.2656698,CAF,"",FALSE,0,15.6978560740351,0,0,"","","",0,1
16.2233887,5.0362797,CAF,"",FALSE,0,22.7746474254728,0,0,"","","",0,1
16.6357002,5.6790099,CAF,binon - CAF,FALSE,23704.3723906428,16.643510771566,18967047.2903904,394523.977216876,"","","",0,1
16.318302,1.40515,COG,pokola - COG,TRUE,17500.6926778217,53.2889896720864,44835193.5762825,932594.231362798,"","","",0,1
16.4396496,8.2814693,TCD,donia - TCD,FALSE,14218.3870855606,10.6876587471578,7305656.29436182,151961.269105467,"","","",0,1
16.9249191,5.3853297,CAF,"",FALSE,0,15.7452556981713,0,0,"","","",0,1
17.46935,4.318939,CAF,boda - CAF,TRUE,29539,23.8858730261276,33920577.1101355,705564.803318783,"","","",0,1
17.5184402,8.9181194,TCD,koumra - TCD,FALSE,107185.492020245,17.7183434867482,91303083.9352339,1899149.36441081,"","","",0,4
17.455211,6.492666,CAF,bossangoa - CAF,TRUE,58763.1271376364,34.4475859065998,97317291.9746739,2024247.87021417,"","","",0,2
16.6315002,7.9285197,TCD,gore - TCD,FALSE,108975.546105379,28.1920618238357,147700585.732334,3072245.33308911,"","","",0,4
16.6266804,7.3415098,CAF,"",FALSE,0,16.1067642736146,0,0,"","","",0,1
17.3640194,12.1553392,TCD,"",FALSE,0,16.8813528206166,0,0,"","","",0,1
19.6925602,13.30019,TCD,oum hadjer - TCD,FALSE,46033.8395150495,19.2319718491905,42562520.492614,885321.505663584,"","","",0,1
16.7320595,10.4628696,TCD,bousso - TCD,FALSE,17442.4201930101,19.5098418591017,16360132.5540166,340298.85960563,"","","",0,1
17.2771301,6.9893699,CAF,"",FALSE,0,17.4170873937364,0,0,"","","",0,1
17.3041687,7.1547298,CAF,"",FALSE,0,16.3660076744991,0,0,"","","",0,1
17.9369888,11.0624495,TCD,melfi - TCD,FALSE,13611.089510689,17.7989056312071,11646958.1486842,242262.497738667,"","","",0,1
18.1694088,9.2109594,TCD,"",FALSE,0,14.2471329743725,0,0,"","","",0,1
17.101301,5.319309,CAF,yaloke - CAF,TRUE,35501.7868147301,26.5259285843724,45273819.2046292,941717.861665142,"","","",0,1
17.205019,4.74122,CAF,"",FALSE,0,13.0244360688467,0,0,"","","",0,1
17.65002,5.266678,CAF,bossembele - CAF,TRUE,19662.2057171484,22.0822776491881,20873843.6494777,434186.285841525,"","","",0,1
17.7726898,5.1345501,CAF,"",FALSE,0,17.7698310823402,0,0,"","","",0,1
18.2916088,7.3076496,CAF,batangafo - CAF,FALSE,24168.1195043441,17.9823599451769,20893724.8243497,434599.824125167,"","","",0,1
18.2176304,11.9814501,TCD,bitkine - TCD,FALSE,46508.8617763549,15.3733590572387,34374058.0487251,714997.431431387,"","","",0,1
18.2746792,6.5095301,CAF,bouca - CAF,FALSE,20956.4544739038,15.3015246549281,15416253.3554663,320665.704812316,"","","",0,1
17.987963,3.870437,CAF,m'baiki - CAF,TRUE,21884,20.8345698185941,21919849.5161171,455943.725910113,"","","",0,1
18.383302,9.145562,TCD,sarh - TCD,TRUE,168098.790637949,34.3417178582071,277531913.008148,5772801.24039426,"","","",0,4
18.555526,4.361532,CAF,bangui - CAF,TRUE,1606979.16357876,45.3434548668945,3503089050.185,72865987.1757733,"","","",0,20
18.6884,12.18514,TCD,mongo - TCD,TRUE,69641.5173528425,31.2443384320176,104608236.973732,2175903.13709144,"","","",0,2
19.0769901,6.3214898,CAF,dekoa - CAF,FALSE,21091.5389695313,22.6355394909581,22952259.422406,477418.363269907,"","","",0,1
18.6201801,7.6882896,CAF,kabo - CAF,FALSE,21579.479977971,16.4783359467086,17095454.5180917,355593.920632278,"","","",0,1
18.8422203,7.2554598,CAF,"",FALSE,0,14.7397266524184,0,0,"","","",0,1
20.283433,11.043288,TCD,am timan - TCD,TRUE,116217.744045544,22.1056807662148,123510152.878976,2569072.34924045,"","","",0,4
19.07827,5.7289,CAF,sibut - CAF,FALSE,32551.9502295004,21.8986018529994,34270443.5054077,712842.197614481,"","","",0,1
21.7223091,4.6208501,CAF,dimbi - CAF,FALSE,12181.4135896359,15.2712507673484,8943316.94140783,186025.421628115,"","","",0,1
19.187438,6.989613,CAF,kaga-bandoro - CAF,TRUE,65652.4645163909,16.9942853847015,53638949.668085,1115716.71820053,"","","",0,2
19.9792404,5.76651,CAF,grimari - CAF,FALSE,23421.356470395,18.0342218725702,20306532.7969403,422385.939143662,"","","",0,1
20.675951,5.768074,CAF,bambari - CAF,TRUE,96147.3172368317,38.7566567523092,179147108.067956,3726348.57180326,"","","",0,2
20.832372,13.829383,TCD,abeche - TCD,TRUE,194141.797886032,33.1725202717307,309616316.63899,6440172.72596463,"","","",0,4
21.409856,12.226433,TCD,goz beida - TCD,TRUE,50797.8058074734,24.5368638257424,59922556.088244,1246418.84374448,"","","",0,2
22.6137085,12.1152802,SDN,"",FALSE,0,15.011962030373,0,0,"","","",0,1
22.818282,4.741398,CAF,bangassou - CAF,TRUE,60303.9198865452,21.9243955216003,63562284.2011074,1322126.99109552,"","","",0,2
