id,from,to,sp_distance,distance,nre_per_link,nre_gain_perc,nre_wtd_per_link,nre_wtd_gain_perc,ACLED_fatalities_sqrt,N_ACLED,MA_per_link,MA_gain_perc,from_ctry,to_ctry,border_dist,border_time,MA_per_link_bc,MA_gain_perc_bc,MA_gain_bc_ratio,MA_gain_perc_bc_ratio,total_dist,rugg,pop_wpop,pop_wpop_km2,cost_km,MA_gain_pusd,MA_gain_pusd_bc,consensus,MA_gain_pusd_cons,duration_90kmh,duration_65kmh,total_time_90kmh,total_time_65kmh,MA_per_link_90kmh,MA_per_link_90kmh_perc,MA_per_link_90kmh_bt,MA_per_link_90kmh_bt_perc,MA_gain_90kmh_pusd,MA_gain_90kmh_pusd_bt
38,108,80,179817.670751888,228604.009098904,0.654491571606414,0.0279097130866601,0.676510032942077,0.00813069593263993,7.52915414494615,31,27763762.2878382,0.029687749553875,CMR,CMR,0,0,19191388.6632449,0.040989463103136,0.954275931425135,1.38068609844446,228604.009098904,81535,62349.03125,51.0564789521926,724037.559015878,0.0497830778922445,0.0475067930248316,FALSE,0.048644935458538,152.402672732602,211.019085322065,152.402672732602,211.019085322065,25514706294.3586,0.288647184193724,14874608871.8396,0.166228914381672,0.443671148181916,0.14913715761182
39,101,82,105088.98425278,133600.680132627,0.654487017313702,0.0272136668731493,0.676460112720287,0.0007510151857959,89.4845269393676,462,27760708.781813,0.018686313542271,CMR,NGA,1944034.6875,7592.57175,19183662.7364371,0.000715704078491086,0.0264721294880057,0.0383009777114178,2077635.36763263,210140.546875,173202.78125,244.567133858879,1172011.67668192,0.033123210785517,0.000876841924972712,FALSE,0.0170000263552448,89.067120088418,123.32370473781,7681.63887008842,7715.89545473781,25494690695.386,0.209973445198486,14858224047.6862,0.0558928335468112,0.341163504465902,0.0530077964342108
40,97,89,140725.619649969,178905.89228741,0.654396723066696,0.0134137263101186,0.676479555030123,0.00362516186278583,4.18958885080071,22,27760248.8817494,0.0170293457553594,CMR,CMR,0,0,19187728.1405719,0.0219078678843188,0.889162561111216,1.28647736671997,178905.89228741,31197.1171875,101449.8984375,104.822487573731,652086.202523529,0.0405151743409034,0.036024576180825,FALSE,0.0382698752608642,119.270594858274,165.143900572994,119.270594858274,165.143900572994,25535955197.2228,0.372168573694043,14909635855.7723,0.402102067149701,0.811612716484542,0.511836062127606
41,142,92,157377.929690872,200076.141129978,0.654622842420789,0.0479722253295734,0.676533605857757,0.0116154679499436,97.903962036961,225,27761008.8700162,0.0197674973154482,CAF,CMR,1591690.84375,6711.85725,19184276.4354469,0.00391479807091422,0.136878959521248,0.198042170358855,1791766.98487998,37084.8125,37921.078125,35.4753959318458,816589.429387784,0.0335816504209128,0.00459662136862083,FALSE,0.0190891358947668,133.384094086652,184.685668735365,6845.24134408665,6896.54291873537,25534041927.1729,0.364648233746401,14859885960.4285,0.067084222417324,0.567824148562341,0.0609741233469186
42,122,95,125321.64716306,159322.667502926,0.654941279901684,0.0966399805308438,0.677156309977918,0.103669498195713,135.701614779236,622,27774040.8813511,0.0667203566241836,TCD,TCD,0,0,19198498.0125706,0.0780491232177383,0.808516128666782,1.16979475480574,159322.667502926,20264.33984375,39261.98828125,45.4279644562609,800701.021216965,0.145164295807651,0.117367674467041,FALSE,0.131265985137346,106.215111668618,147.067077695009,106.215111668618,147.067077695009,25474761643.7472,0.131639890994051,14873964223.8548,0.161887828295848,0.262529652000442,0.188447541820429
43,114,96,103892.528803483,132079.614314825,0.654374172698989,0.00996728598481322,0.676455032440268,0,3.52055360908625,21,27756837.5711663,0.00473878048892207,CMR,CMR,0,0,19184688.7032209,0.00606387007160425,0.884427654444674,1.27962670686685,132079.614314825,13373.9267578125,14493.6630859375,20.4590895252914,507301.385080156,0.01962972230045,0.0173610692515873,FALSE,0.0184953957760187,88.053076209883,121.919643982915,88.053076209883,121.919643982915,25452029851.1013,0.0422898233810365,14856303724.8581,0.0429613005133556,0.160573114686518,0.0952137808048496
44,102,101,99313.4119756576,126258.137145223,0.654494436362904,0.0283475424124546,0.676471008113494,0.0023616755674416,16.8829529225806,65,27762252.3596631,0.0242476495299293,TCD,CMR,1723632.8125,7621.5,19185259.0634565,0.00903704743384637,0.257594113123152,0.372697874187425,1849890.94964522,13377.4453125,48383.61328125,72.5065350087195,646331.413461092,0.0824715978269788,0.0212441981000899,FALSE,0.0518578979635344,84.1720914301487,116.545972749437,7705.67209143015,7738.04597274944,25496650939.1137,0.217678420883272,14857069825.3241,0.0481202526112501,0.678640129698485,0.0875663984909297
45,107,102,94164.4195683639,119712.17143337,0.654788871009184,0.0733468724147146,0.676549271317515,0.0139312848198569,17.1529713439233,74,27769306.379889,0.0496624846399785,CMR,TCD,1723632.8125,7621.5,19187553.2733024,0.0209963187009388,0.292209095962084,0.422780270724447,1843344.98393337,29952.552734375,56440.0859375,89.9230160603935,726044.035593376,0.158590284217715,0.0463415235796286,FALSE,0.102465903898672,79.8081142889133,110.503542861572,7701.30811428891,7732.00354286157,25504586047.9985,0.248868328622498,14864891053.007,0.100788722029854,0.728462434637884,0.172200694679545
46,129,104,149003.108745117,189429.147229548,0.654591806220759,0.0432288698012817,0.676455032440268,0,90.4665981516671,662,27757375.6522805,0.00667742573743357,TCD,CMR,1723632.8125,7621.5,19183673.2655218,0.000770590156284889,0.0797615175491231,0.115402280247756,1913061.95972955,7656.93359375,50779.578125,50.5074133210009,690447.433067955,0.0141703653427842,0.00113024984396597,FALSE,0.0076503075933751,126.286098153032,174.857674365736,7747.78609815303,7796.35767436574,25455893715.5719,0.0574772112422961,14853931326.7136,0.0269854736755892,0.111803928847813,0.0306391599081032
47,114,113,32786.1444726081,41681.354440831,0.654496351773218,0.0286402803149732,0.676457333361988,0.000340144076016458,2.14618944443164,11,27760038.41653,0.0162710634318497,CMR,CMR,0,0,19186117.3013119,0.0135108750320523,0.573913653747887,0.830362138814203,41681.354440831,7615.17626953125,4875.19873046875,21.0405905236614,511605.61520151,0.211781596021663,0.121544349569351,FALSE,0.166662972795507,27.7875696272206,38.4750964069209,27.7875696272206,38.4750964069209,25448683127.8733,0.0291351218860259,14856546227.7329,0.0445943248622127,0.347598996663082,0.310546542925721
48,137,136,249986.309169802,317810.103184505,0.658348451320405,0.617368206583135,0.677691753412655,0.182823826134526,5.78518761903611,11,27809290.1661902,0.193719533439429,CAF,COG,1743700.53125,8511.357,19197740.1431315,0.0740984967203762,0.26437172270441,0.382504001557203,2061510.63443451,21442.365234375,23712.462890625,12.8014349424862,538531.761834448,0.31415487025236,0.0830536642445968,FALSE,0.198604267248478,211.873402123003,293.363172170312,8723.230402123,8804.72017217031,25851672053.0904,1.61313196174646,14861980055.4904,0.0811859448324626,2.39789230918054,0.0704410885531314
49,180,136,330528.276213786,420203.914037342,0.656964004928462,0.405779112538762,0.677938920495009,0.21936240896725,11.1062491376202,24,27800221.194071,0.161045055107256,CAF,COG,1743700.53125,8511.357,19194152.0300991,0.0553943589237216,0.237737211523401,0.343968083259861,2163904.44528734,5164.63671875,38701.4921875,16.1572643481079,490007.436213039,0.217087108644063,0.0516096838667172,FALSE,0.13434839625539,280.135942691561,387.880536034469,8791.49294269156,8899.23753603447,25823883627.2325,1.50390618409051,14861863659.9093,0.0804021321938464,1.85821850795418,0.0579867853222748
50,174,137,141003.656309493,179259.363082456,0.6546349239033,0.0498186745341522,0.676469054812935,0.00207292014908766,6.45134281662366,25,27758642.1846667,0.0112405983289987,CAF,CAF,0,0,19184778.2284689,0.0065305478376132,0.40154960607424,0.580978667369118,179259.363082456,30317.82421875,19551.978515625,20.4534570997156,588319.63149662,0.0295830974220437,0.0118790811162775,FALSE,0.0207310892691606,119.50624205497,165.470181306882,119.50624205497,165.470181306882,25457193499.8551,0.0625861709885101,14853829478.4244,0.0262996231005008,0.150980894187552,0.0370321192492316
51,154,143,61789.152651691,78553.1697521025,0.654334285390002,0.00387118892992699,0.676461445650265,0.000948061539940426,28.4017268816104,41,27756320.2046957,0.00287476775260309,TCD,TCD,0,0,19184314.7829056,0.00411469594026048,0.989268092346943,1.43131421191665,78553.1697521025,3064.55932617188,42423.24609375,101.072702110496,585285.301874972,0.0173548488909328,0.0171685982553025,FALSE,0.0172617235731176,52.368779834735,72.51061823271,52.368779834735,72.51061823271,25448015345.174,0.0265103210064233,14854997694.9661,0.0341664414178711,0.146697412858951,0.110355160433981
