from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,sp_distance,distance,duration,from_ctry,to_ctry,border_dist,border_time,total_dist,total_time,rugg,pop_wpop,pop_wpop_km2,cost_km,speed_kmh,speed_kmh_imp,duration_imp,MA_100_min_speed,MA_100_min_speed_perc,MA_100_min_speed_bt,MA_100_min_speed_bt_perc,MA_100_min_speed_bt_ratio,MA_100_min_speed_bt_perc_ratio,total_time_imp,upgrade_cat,ug_cost_km,MA_gain_pusd,MA_gain_pusd_bt,consensus,MA_gain_pusd_cons
13,22,23,49.6571387665002,35.104400418956,0.810018341872917,1.69598169198618,90603.9962545735,117528.947368421,117.075,CMR,CMR,0,0,117528.947368421,117.075,69477.234375,135699,204.401479461329,644171.132887477,60.2326443912472,100,70.5173684210526,19946930315.0282,0.704798188157585,11837988425.433,0.950660395659431,0.798552479281025,1.34884057824348,70.5173684210526,Mixed Works,346778.793204425,3.42525815156622,2.73524838911075,TRUE,3.08025327033848
13,23,38,23.0927156782044,15.5590622532381,0.360640893490627,1.36347500847836,65998.8493760484,83578.4210526316,97.2333333333333,CMR,CMR,0,0,83578.4210526316,97.2333333333333,77298.7578125,232137.921875,476.197453650661,700936.853696371,51.5739314003212,100,50.147052631579,19904282268.6627,0.489483709462224,11801554516.4822,0.639963422727896,0.774033486281736,1.3074253756698,50.147052631579,Upgrade,593459.869462926,1.95469332803162,1.51299809130796,TRUE,1.73384570966979
19,24,13,7.54543671080328,4.33562803675376,0.100357491899542,0.877684380705829,73399.3641500062,100330.526315789,147.541666666667,CMR,CMR,0,0,100330.526315789,147.541666666667,17043.71484375,9797.6982421875,17.5438099414095,443601.980482443,40.8008918087368,100,60.1983157894737,19865942835.3545,0.295921851423198,11784211744.2194,0.492069688581087,0.984447176247942,1.66283661113413,60.1983157894737,Upgrade,375583.010141801,1.55547814554424,1.53128606809641,TRUE,1.54338210682032
19,25,53,143.529670574773,114.138999994879,2.71176074468539,2.156941688073,33369.7238240628,38276.8421052632,46.9166666666667,CMR,CMR,0,0,38276.8421052632,46.9166666666667,16066.7177734375,12427.5810546875,50.8776090583237,536618.698698801,48.9508460315977,100,22.9661052631579,19924993240.9979,0.594045877993876,11830045921.0817,0.882929204291205,0.879931236696951,1.48629800659993,22.9661052631579,Upgrade,454337.164898317,6.76599276993505,5.95360838553158,TRUE,6.35980057773331
18,26,26,22.4384234499635,11.4188004816137,0.250907086937962,1.35099233961469,31531.8982468114,38147.3684210526,31.4916666666667,CMR,CMR,0,0,38147.3684210526,31.4916666666667,28999.26171875,5234.18115234375,22.7403826868503,538994.253329007,72.680881881868,100,22.8884210526316,19824729647.607,0.0878514521560625,11738478239.241,0.102068671190381,0.687838302302203,1.16183248751611,22.8884210526316,Mixed Works,290158.573042115,1.57208079088283,1.08133738228275,TRUE,1.32670908658279
3,27,98,28.1964219686667,18.2271269215004,0.43463125301185,1.45019400130328,114546.589958231,133762.631578947,84.8833333333334,GAB,GAB,0,0,133762.631578947,84.8833333333334,12657.7900390625,10736.2177734375,12.9056850512521,417698.727872885,94.5504562505813,100,80.2575789473684,19810327774.6744,0.0151416324341902,11726744561.8605,0.00200754274006787,0.0784937251599185,0.132584300193075,80.2575789473684,Nothing,0,,,FALSE,
16,28,141,44.8545708717703,23.0207624936247,0.489406588693251,1.65180670609223,51528.5227973787,74513.1578947369,61.4166666666667,GNQ,GAB,1632187.5,5862,1706700.65789474,5923.41666666667,11068.06640625,6503.1181640625,16.5651763197879,419269.168753364,72.7944011997429,100,44.7078947368421,19824278129.0048,0.0855718989118293,11730401665.8223,0.0331941807745428,0.229653794243193,0.387909830173865,5906.70789473684,Mixed Works,225706.569178893,1.00781288767269,0.231448053541222,FALSE,0.619630470606958
16,29,53,0,0,0,-Inf,89539.8336366321,227128.421052632,220.641666666667,GNQ,GNQ,0,0,227128.421052632,220.641666666667,8298.6337890625,37900.828125,30.4847633626536,425626.031619389,61.7639699202684,100,136.277052631579,19905302247.9203,0.494633213855322,11729716210.3015,0.0273488306179237,0.0327339433109178,0.0552911326046194,136.277052631579,Mixed Works,229128.680355104,1.88260083320522,0.0616249489512263,FALSE,0.972112891078223
22,24,13,7.54543671080328,4.33562803675376,0.100357491899542,0.877684380705829,36435.6511599951,48780,84.2416666666667,CMR,CMR,0,0,48780,84.2416666666667,32411.6953125,9490.16015625,33.4455939760562,563795.776806609,34.7429023642299,100,29.268,19850110549.3845,0.215990396392995,11768633563.4266,0.359223838232348,0.984631095588855,1.66314727057928,29.268,Upgrade,477347.091029596,1.83731775634077,1.80908019537067,TRUE,1.82319897585572
24,30,12,6.85752058330686,3.8535540004355,0.0890528527766408,0.836167119842469,29872.8344986851,43568.4210526316,72.2083333333333,CMR,CMR,0,0,43568.4210526316,72.2083333333333,24805.96875,4745.06298828125,19.5394823688907,522514.198417107,36.202265617882,100,26.1410526315789,19824311284.8872,0.0857392909059618,11742712485.4162,0.138176997394512,0.954110561811089,1.61159482349888,26.1410526315789,Upgrade,442395.354659817,0.881096376574975,0.840663358863664,FALSE,0.860879867719319
25,31,37,14.1632672067253,9.17731963111582,0.212018244781224,1.15116344870536,12330.1549655013,16471.5789473684,21.125,CMR,CMR,0,0,16471.5789473684,21.125,25045.1640625,8428.8740234375,79.8913099077746,587759.653161602,46.7831828090938,100,9.88294736842105,19837121353.6083,0.150412669965139,11755757409.4629,0.249420027038072,0.981724752654216,1.65823814640004,9.88294736842105,Upgrade,497636.506343489,3.63465222763462,3.56822805915869,TRUE,3.60144014339666
25,32,12,6.85752058330686,3.8535540004355,0.0890528527766408,0.836167119842469,113733.991995414,174621.052631579,198.958333333333,CMR,CMR,0,0,174621.052631579,198.958333333333,22629.845703125,64757.8125,66.09516570227,511963.970690644,52.6605896941306,100,104.772631578947,19906720549.7282,0.501793703969788,11774531170.3058,0.409516783943387,0.483158181146615,0.816105863233474,104.772631578947,Upgrade,433462.828518078,1.313114667451,0.634442094362565,FALSE,0.973778380906781
25,33,28,136.223923951355,108.815234364199,2.5887953526808,2.13425338604699,76739.3701543113,100469.473684211,119.7,CMR,CMR,0,0,100469.473684211,119.7,50219.390625,2201564,3725.38492907056,792634.335781965,50.3606384382008,100,60.2816842105263,20343600924.8559,2.70744386240349,12222094805.0616,4.2261993886177,0.924130623642432,1.56095550024293,60.2816842105263,Upgrade,642048.705320755,8.31348783700985,7.68274869945969,TRUE,7.99811826823477
26,34,22,22.0234534989047,11.1559535278018,0.244648489612028,1.34288542171642,34738.0376171733,58926.3157894737,93.95,CMR,CMR,0,0,58926.3157894737,93.95,31001.048828125,6259.7666015625,18.6241835031447,478918.15988724,37.6325593120641,100,35.3557894736842,19853830518.0064,0.234771165334147,11738616354.3575,0.10324647367872,0.26035942966697,0.439774933739288,35.3557894736842,Upgrade,405484.042037863,1.94620062073381,0.506711683631758,FALSE,1.22645615218279
26,32,4,0.414969951058837,0.262846953811942,0.00625859732593488,-0.381983350424815,36810.6687554752,49016.8421052632,44.6416666666667,CMR,CMR,0,0,49016.8421052632,44.6416666666667,46474.56640625,20150.45703125,71.5707700189777,627208.354819251,65.880392599943,100,29.4101052631579,19847221659.9387,0.20140544402012,11756063258.4138,0.252028211170119,0.740833804594626,1.25134756111628,29.4101052631579,Mixed Works,337647.164344364,2.41039754942466,1.78570398712583,TRUE,2.09805076827525
22,35,10,42.1117020556969,30.7687723822023,0.709660849973375,1.62440279493389,44010.023061906,62154.7368421053,50.05,CMR,CMR,0,0,62154.7368421053,50.05,36317.41796875,31528.994140625,87.04482132232,554526.714349537,74.5111730374888,100,37.2928421052632,19844925781.312,0.189814387646114,11756627994.5729,0.256844104391307,0.80109369351185,1.35313296097534,37.2928421052632,Mixed Works,298520.214558167,2.02631546061969,1.62326853656799,TRUE,1.82479199859384
30,31,14,9.29033312120047,5.46321986889423,0.125972860468238,0.968031286663759,37661.737306879,52047.8947368421,62.0583333333333,CMR,CMR,0,0,52047.8947368421,62.0583333333333,70623.2734375,9626.8740234375,32.8257098837782,553692.42553002,50.321584813383,100,31.2287368421053,19852385269.0226,0.227474628726876,11770690437.1534,0.376764213641678,0.980572072697706,1.656291146623,31.2287368421053,Upgrade,468792.920282083,1.84660777548717,1.81073201386915,TRUE,1.82866989467816
31,36,18.3333333333333,4.57831414513977,3.50807538011808,0.0812182991400879,0.660705588867123,71675.5481759507,100253.157894737,183.241666666667,CMR,CMR,0,0,100253.157894737,183.241666666667,71059.5625,20919.390625,38.0637401451378,560924.399205255,32.8265376707493,100,60.1518947368421,19987316497.8754,0.908693340393474,11856264211.9039,1.10651058296998,0.720910027613644,1.21769417006055,60.1518947368421,Upgrade,474915.991327116,3.78031855036841,2.72526955053446,TRUE,3.25279405045143
23,37,1.90909090909091,0.357415171843956,0.264955698676769,0.00598958004335831,-0.446827016160929,91163.3536663715,162518.947368421,186.904761904762,CMR,NGA,1944034.6875,7592.57175,2106553.63486842,7779.47651190476,133257.21875,68921.71875,90.8203365990975,650461.426514545,52.1716875628562,100,97.5113684210526,19853387162.857,0.23253282639486,11729705215.1698,0.0272550675761707,0.069391429203304,0.117209548426893,7690.08311842105,Upgrade,550724.007782315,0.514602826760363,0.0357090256209619,FALSE,0.275155926190663
23,38,37.3333333333333,22.9085885160445,15.4224434115411,0.357550812822482,1.35999833150379,70773.2942431549,85658.9473684211,102.266666666667,CMR,CMR,0,0,85658.9473684211,102.266666666667,68987.7265625,71935.7734375,145.684118637921,625466.474571961,50.2562272696082,100,51.3953684210526,19838484638.9309,0.157295401850055,11755068962.2352,0.243549164540857,0.916670924880528,1.54835527088723,51.3953684210526,Upgrade,529561.615137593,0.686835450677497,0.629602087813275,FALSE,0.658218769245386
21,39,146,23.2079710270494,14.3987469163292,0.348608352184359,1.36563717361948,72916.3114261814,97619.4736842105,488.683333333333,GAB,GAB,0,0,97619.4736842105,488.683333333333,25288.58203125,2311.67138671875,4.48484062984915,419361.668543337,11.9856111750335,100,58.5716842105263,19903786072.0318,0.486978593096188,11734320435.6429,0.0666122233602184,0.0809817017249048,0.136786758811514,58.5716842105263,Upgrade,355059.546033358,2.78290334205725,0.225364248375721,FALSE,1.50413379521649
21,40,34.2,0.735710663026453,0.399618473053457,0.00969264129229967,-0.133292949462476,211329.923363358,327796.315789474,306.95,GAB,GAB,0,0,327796.315789474,306.95,19942.361328125,11884.3310546875,6.53663728792033,418737.773968997,64.0748621839662,100,196.677789473684,19817008347.6421,0.0488694162017245,11732163721.9576,0.0482204440315215,0.584166830798589,0.986720279867389,196.677789473684,Mixed Works,225420.50165331,0.130998275317964,0.0765248473325761,FALSE,0.10376156132527
12,29,335,74.6832351762253,41.2981576676305,0.933193068738057,1.87322312273112,35481.1222545678,45943.1578947369,29.425,GNQ,GNQ,0,0,45943.1578947369,29.425,8340.4228515625,13225.2578125,48.6744199270764,494191.308159233,93.6818852568976,100,27.5658947368421,19811020660.5288,0.0186397611700251,11726704890.2281,0.00166923547482156,0.0530176046178414,0.0895524067929523,27.5658947368421,Nothing,0,,,FALSE,
12,41,362,81.4179855869637,46.0120883389294,1.05614111890721,1.91072035302633,66411.7656894667,81624.7368421053,69.05,GNQ,CMR,1701289.0625,8206.5,1782913.79934211,8275.55,12288.4501953125,33996.44921875,68.4592243076717,477194.633126231,70.9266359236252,100,48.9748421052632,19855694647.0156,0.244182474879118,11727108178.9109,0.00510835514606622,0.0123853827257593,0.0209202365918976,8255.47484210526,Mixed Works,256889.777499621,2.30659731118765,0.0285680904932665,FALSE,1.16758270084046
30,35,2,2.43281253789362,1.60966586845873,0.0369200076915974,0.386108645348827,58480.9562827313,70115.7894736842,70.4416666666667,CMR,CMR,0,0,70115.7894736842,70.4416666666667,52799.08203125,40030.19921875,95.0913367659386,584321.918787725,59.7224280386285,100,42.0694736842105,19839708909.0424,0.163476296482168,11758368531.2791,0.271686856692033,0.983912954291095,1.66193425309013,42.0694736842105,Upgrade,494725.891240273,0.933469708301406,0.918452938436083,FALSE,0.925961323368744
32,34,336,59.3598034736931,34.8324441723375,0.810951274245522,1.77349245442677,39417.0314707823,49385.2631578947,49.3166666666667,CMR,CMR,0,0,49385.2631578947,49.3166666666667,20575.55859375,20201.201171875,70.957802445373,568375.125332927,60.0834563597232,100,29.6311578947369,19873382407.6356,0.333481546741421,11749736160.9948,0.198072704552232,0.35163788897719,0.593954017809017,29.6311578947369,Mixed Works,305975.275804226,4.37133416151709,1.53712671656974,TRUE,2.95423043904341
34,41,360.666666666667,81.4064093821751,46.0041914593327,1.05596066722399,1.91065859960332,55508.2224544769,84432.1052631579,86.075,CMR,CMR,0,0,84432.1052631579,86.075,24919.3359375,33267.6328125,70.9328346320562,520993.180499796,58.8547930965957,100,50.6592631578948,19909164561.3061,0.514132629750974,11744493809.9681,0.153367575678276,0.176604280122787,0.298303524817247,50.6592631578948,Upgrade,441107.559489827,2.73431758585025,0.482892188876159,FALSE,1.6086048873632
32,42,328,52.9172528414451,31.241737125714,0.728157018794817,1.72359729003607,27987.5445845663,33447.3684210526,30.8,CMR,CMR,0,0,33447.3684210526,30.8,23659.591796875,27705.67578125,132.887674934522,609305.455580804,65.1572112098428,100,20.0684210526316,19862964310.0323,0.280884360103362,11764330742.6927,0.322530729653492,0.679808171750831,1.14826873783505,20.0684210526316,Mixed Works,328009.436920999,5.07113500210891,3.4473990144853,TRUE,4.2592670082971
37,43,3.77777777777778,0.37114475061379,0.274434302395829,0.00619433585633987,-0.43045667762938,136677.963096819,216612.631578947,219.130952380952,NGA,NGA,0,0,216612.631578947,219.130952380952,114560.71875,135375.34375,117.789923337238,652904.11646959,59.3104614091321,100,129.967578947368,19837977824.4546,0.154736679844003,11729975253.767,0.0295578722196099,0.113089616923592,0.191020462952989,129.967578947368,Upgrade,552792.151944253,0.255960844166136,0.0289465138141876,FALSE,0.142453678990162
37,44,1,0.00927092641788949,0.00650242997270528,0.000141955206555265,-2.03287686584748,53157.1090627595,76457.8947368421,88.1666666666667,NGA,CMR,1944034.6875,7592.57175,2020492.58223684,7680.73841666667,144529.421875,29034.21484375,70.6038725105049,643092.149948853,52.0318376280967,100,45.8747368421053,19808697971.8463,0.00691335057310116,11726628623.4498,0.0010188562589164,0.0872503498524192,0.147375176210595,7638.44648684211,Upgrade,544484.686956694,0.0328932269526046,0.00286994555938977,FALSE,0.0178815862559972
35,45,18,0.781176727384561,0.517710827572191,0.0116389421824305,-0.107250703580571,36123.3240820022,45053.1578947368,76.925,CMR,CMR,0,0,45053.1578947368,76.925,27097.732421875,21162.96484375,78.4329520969141,592424.839860968,35.1405846432787,100,27.0318947368421,19855376919.7918,0.242578385656222,11772985946.009,0.396339594743944,0.967293343452084,1.63386195217586,27.0318947368421,Upgrade,501586.364415619,2.12621437273446,2.05667300949819,TRUE,2.09144369111633
35,36,26,47.4157874468704,35.0505620805562,0.804263103400549,1.67592296740166,76106.257873989,97255.7894736842,84.1166666666667,CMR,CMR,0,0,97255.7894736842,84.1166666666667,32394.7734375,59705.13671875,104.256841034887,555337.658592266,69.3720709540843,100,58.3534736842105,19923064931.971,0.584310546876332,11824480753.0787,0.83547119327354,0.846507079231552,1.42984102843922,58.3534736842105,Mixed Works,298956.772875503,3.9805746419123,3.36958461378837,TRUE,3.67507962785033
35,46,15,0.4657756871891,0.341346255162678,0.00750430200195152,-0.331823184747643,54395.3557781357,83182.1052631579,125.666666666667,CMR,CMR,0,0,83182.1052631579,125.666666666667,35972.296875,42951.5078125,95.7936953814528,558369.94569993,39.7155940248499,100,49.9092631578948,19857521977.1084,0.253408000075894,11765911604.9693,0.336011828391358,0.785013425257402,1.325971667393,49.9092631578948,Upgrade,472753.220692608,1.27638538992083,1.00197966689026,TRUE,1.13918252840554
28,47,9,0.375210035460795,0.183165120301402,0.0041231180708668,-0.425725554389558,39277.0650542975,55051.5789473684,54.7666666666667,GAB,GAB,0,0,55051.5789473684,54.7666666666667,19154.40625,4128.96923828125,13.4520945793898,440428.296818837,60.3121376173239,100,33.0309473684211,19809689099.801,0.0119171952289721,11728451389.713,0.016562836486389,0.822817462360597,1.38982673088403,33.0309473684211,Mixed Works,237097.233120807,0.180843829761447,0.148801461087886,FALSE,0.164822645424667
