from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,sp_distance,distance,duration,ACLED_fatalities_sqrt,N_ACLED,from_ctry,to_ctry,border_dist,border_time,total_dist,total_time,rugg,pop_wpop,pop_wpop_km2,cost_km,speed_kmh,speed_kmh_imp,duration_imp,MA_90_min_speed,MA_90_min_speed_perc,MA_90_min_speed_bt,MA_90_min_speed_bt_perc,MA_90_min_speed_bt_ratio,MA_90_min_speed_bt_perc_ratio,total_time_imp,upgrade_cat,ug_cost_km,MA_gain_pusd,MA_gain_pusd_bt,consensus,MA_gain_pusd_cons,MA_bt_50perc_red,MA_bt_50perc_red_perc,MA_bt_100perc_red,MA_bt_100perc_red_perc,MA_bt_90percto12h_red,MA_bt_90percto12h_red_perc
10,12,53.3333333333333,16.9204961864339,8.98241353142275,0.226346372786628,1.22841309439276,138912.98681351,186900.52631579,113.233333333333,11.2454437192483,5,GNQ,GNQ,0,0,186900.52631579,113.233333333333,37873.453125,56312.3125,50.4294961554627,684005.410609381,99.0347210386874,99.0347210386874,113.233333333333,25441270782.6214,0,14849924004.3806,0,0,,113.233333333333,Nothing: >90km/h,0,,,FALSE,,14661381414.2453,,14661381414.2453,,14642175796.8978,
7,13,5.4,6.43729513881001,4.47261156988152,0.103097800051314,0.808703421233706,273548.991091695,394498.947368421,643.066666666667,1809.61599885771,4645,NGA,CMR,1944034.6875,7592.57175,2338533.63486842,8235.63841666667,109980.4453125,849380.3125,350.345102248004,1508470.17227557,36.8079051038336,90,262.999298245614,25549276819.9879,0.424530827446845,14862571297.557,0.0851673932652286,0.117098020488318,0.200615332878016,7855.57104824561,Upgrade: <60km/h,1093338.61536697,0.250407594747145,0.0293222336601317,FALSE,0.139864914203638,14719732322.9817,0.397990524138137,15086080490.0501,2.89671937319709,14920316319.3099,1.76610169088838
7,14,12,15.218736949677,10.6483032068063,0.254520874875312,1.18237861048006,203949.567615022,223611.052631579,223.866666666667,270.801364904961,507,NGA,NGA,0,0,223611.052631579,223.866666666667,14299.5947265625,290015.03125,199.537045996526,931449.697467822,59.9314911758252,90,149.074035087719,25456526164.1891,0.0599631272274026,14853295883.8747,0.0227063754204337,0.221028853269309,0.378672301968553,149.074035087719,Upgrade: <60km/h,788627.410522755,0.0865083324945015,0.0191208375294998,FALSE,0.0528145850120006,14661381414.2453,,14661381414.2453,,14660860696.2441,
4,15,8.33333333333333,9.87194878229676,7.0499412391655,0.163238397747993,0.994402893485804,93089.062575943,116067.368421053,89.8333333333333,0.25385066684218,207,GAB,GAB,0,0,116067.368421053,89.8333333333333,11812.4912109375,2285.75756835938,3.35632725241513,383919.045000118,77.5218045112782,90,77.3782456140351,25457649134.3427,0.0643770975956359,14855329750.0558,0.0364025140707325,0.330054316037095,0.565457521856347,77.3782456140351,Mixed Works: 60-80km/h,215101.998166043,0.656017780715138,0.216521499922108,FALSE,0.436269640318623,14661381414.2453,,14661381414.2453,,14578812507.1736,
4,16,92,44.8545708717703,23.0207624936247,0.489406588693251,1.65180670609223,121680.637572625,171692.631578947,139.325,0.25385066684218,208,GAB,GNQ,1632187.5,5862,1803880.13157895,6001.325,51362.203125,7025.6806640625,7.62115710417413,485326.208223186,73.939048230661,90,114.461754385965,25483299911.6571,0.165200588424841,14856638851.1629,0.0452180548555337,0.159766498530371,0.273716064129553,5976.46175438597,Mixed Works: 60-80km/h,261267.275426815,0.936944177527212,0.149692290561941,FALSE,0.543318234044576,14667792815.6197,0.0437298586896562,14737587493.2975,0.519774207484769,14689301892.2294,0.190435520332199
11,17,38,16.6417205822255,10.5560484524326,0.233566771164052,1.22119822584512,60546.01155595,71105.2631578947,68.15,0.412502752203602,24,CMR,CMR,0,0,71105.2631578947,68.15,20073.775390625,43513.72265625,102.687996173472,542076.014783866,62.6018457736417,90,47.4035087719298,25459519250.1388,0.0717278145154543,14866994173.6507,0.114951223084381,0.935430290457056,1.60260317229676,47.4035087719298,Mixed Works: 60-80km/h,291817.587958648,0.879454119046505,0.822668022023327,FALSE,0.851061070534916,14661381414.2453,,14661381414.2453,,14607202027.2364,
11,18,15,1.35681687474512,0.680812392136609,0.0156330795627866,0.132521236271067,72413.2347656506,90722.1052631579,94.6916666666667,0,19,CMR,CMR,0,0,90722.1052631579,94.6916666666667,15919.9296875,39849.27734375,75.6023748645901,496366.405460292,57.4847450404591,90,60.4814035087719,25476953570.176,0.140255523631172,14876510934.6765,0.179037483882771,0.745091180314118,1.27650932560477,60.4814035087719,Upgrade: <60km/h,420256.88995638,0.935902941598077,0.697333027414766,FALSE,0.816617984506422,14661381414.2453,,14661381414.2453,,14645823771.8853,
9,19,54,144.21758670227,114.621074031197,2.72306538380829,2.15901822392039,46338.1676623705,55142.6315789474,54.425,2.73697944462961,14,CMR,CMR,0,0,55142.6315789474,54.425,15180.203125,23166.201171875,67.0606729186673,557455.76889901,60.7911418417426,90,36.7617543859649,25561784170.5604,0.473692485601984,14958942393.1464,0.734134321048585,0.904616413414876,1.54981204761064,36.7617543859649,Mixed Works: 60-80km/h,300097.0222573,7.28259437713622,6.58795440580031,TRUE,6.93527439146827,14661381414.2453,,14661381414.2453,,14062853292.0778,
9,17,53.4,46.1559697875312,25.5892317777005,0.562950381489298,1.66422788040224,42145.0291938376,50855.2631578947,54.3416666666667,1.43571610552224,12,CMR,CMR,0,0,50855.2631578947,54.3416666666667,15599.9248046875,29244.154296875,93.1957362178937,550857.004611369,56.1505742580651,90,33.9035087719298,25531238901.209,0.353630600280619,14925735664.7125,0.510518843797381,0.842650280144919,1.44365007833673,33.9035087719298,Upgrade: <60km/h,466392.263904292,3.79316202951673,3.19630904680735,TRUE,3.49473553816204,14661381414.2453,,14661381414.2453,,14408241515.0422,
17,18,11,21.0816065752184,10.7379880894771,0.235274007375176,1.32390370427132,83511.9872864588,116876.842105263,138.75,0.417259755670945,25,CMR,CMR,0,0,116876.842105263,138.75,24956.328125,20063.806640625,32.2218775514445,505285.151078486,50.5413371266003,90,77.9178947368421,25566550997.0324,0.492429075109668,14930459783.1768,0.542331252149642,0.642845154558965,1.10133881113511,77.9178947368421,Upgrade: <60km/h,427808.094579784,2.50556123658691,1.61068790039066,TRUE,2.05812456848879,14661381414.2453,,14661381414.2453,,14638119499.4044,
15,20,132,28.7224121503017,18.4067013970211,0.44116659011521,1.45822090978947,53513.929726324,79188.9473684211,79.45,0,16,GAB,GAB,0,0,79188.9473684211,79.45,6361.287109375,7616.107421875,18.5779189918804,395944.584702673,59.8028551555099,90,52.7926315789474,25468511375.258,0.107072452745571,14856290902.4982,0.0428749542136675,0.233728326052998,0.400429364549519,52.7926315789474,Upgrade: <60km/h,338302.833028948,1.01682530799462,0.237660877125905,FALSE,0.62724309256026,14661381414.2453,,14661381414.2453,,14628719463.0446,
3,20,93,27.2259345634071,17.5476710420813,0.420933868753202,1.43498279637141,113544.703238711,145169.473684211,100.775,0,16,GAB,GAB,0,0,145169.473684211,100.775,16393.54296875,8647.2919921875,9.88784491165496,421997.283737615,86.4318374701328,90,96.779649122807,25444741723.1148,0.01364295251991,14850445882.0635,0.0035143458159359,0.150356274883008,0.257594227555011,96.779649122807,Resurfacing: 80-90km/h,99872.6904845687,0.239400534797723,0.0359953726171854,FALSE,0.137697953707454,14661381414.2453,,14661381414.2453,,14641497600.0926,
15,21,127,22.7992428809236,14.1767366535217,0.343223551466414,1.35792042515411,63663.8644098679,99448.9473684211,121.2,0,2,GAB,GAB,0,0,99448.9473684211,121.2,35103.828125,4154.90869140625,8.51330064269396,457098.235082539,49.2321521625847,90,66.2992982456141,25453791300.0564,0.0492134121049093,14856594530.1263,0.0449195951693016,0.532767577726516,0.91275108243959,66.2992982456141,Upgrade: <60km/h,387009.83903655,0.325311997509176,0.173315684918338,FALSE,0.249313841213757,14661381414.2453,,14661381414.2453,,14625755496.8005,
13,22,23,49.6571387665002,35.104400418956,0.810018341872917,1.69598169198618,90603.9962545735,117528.947368421,117.075,62.4566820247331,429,CMR,CMR,0,0,117528.947368421,117.075,69477.234375,135699,204.401479461329,975548.790915853,60.2326443912472,90,78.3526315789474,25581428026.8515,0.550905044907801,14961231363.3767,0.749548340875816,0.79416058447473,1.36057628769992,78.3526315789474,Mixed Works: 60-80km/h,525170.432443034,2.27075582224976,1.80334477099727,TRUE,2.03705029662351,14661381414.2453,,14661381414.2453,,14370204644.2605,
13,23,38,23.0927156782044,15.5590622532381,0.360640893490627,1.36347500847836,65998.8493760484,83578.4210526316,97.2333333333333,92.364100580032,908,CMR,CMR,0,0,83578.4210526316,97.2333333333333,77298.7578125,232137.921875,476.197453650661,1103308.30326503,51.5739314003212,90,55.7189473684211,25542403510.628,0.397514451501535,14927786662.864,0.524330349842228,0.769905647936484,1.3190221081565,55.7189473684211,Upgrade: <60km/h,934134.363431056,1.29535322741423,0.997299765858966,FALSE,1.1463264966366,14661381414.2453,,14661381414.2453,,14529828327.2022,
19,24,13,7.54543671080328,4.33562803675376,0.100357491899542,0.877684380705829,73399.3641500062,100330.526315789,147.541666666667,1.77928148432446,8,CMR,CMR,0,0,100330.526315789,147.541666666667,17043.71484375,9797.6982421875,17.5438099414095,491345.213668972,40.8008918087368,90,66.8870175438597,25508593899.6512,0.26462167556407,14915398015.9217,0.440904690972532,0.972533869936854,1.66616997656256,66.8870175438597,Upgrade: <60km/h,416005.614239729,1.61299095927417,1.56868833979607,TRUE,1.59083964953512,14661381414.2453,,14661381414.2453,,14647604359.7545,
19,25,53,143.529670574773,114.138999994879,2.71176074468539,2.156941688073,33369.7238240628,38276.8421052632,46.9166666666667,1.78657857167824,7,CMR,CMR,0,0,38276.8421052632,46.9166666666667,16066.7177734375,12427.5810546875,50.8776090583237,594528.846058403,48.9508460315977,90,25.5178947368421,25573944332.3947,0.521489476319315,14967504462.8933,0.791791651446028,0.886238882683874,1.51832719048237,25.5178947368421,Upgrade: <60km/h,503367.756329447,6.88593399555805,6.10258245045827,TRUE,6.49425822300816,14661381414.2453,,14661381414.2453,,14199155790.0643,
18,26,26,22.4384234499635,11.4188004816137,0.250907086937962,1.35099233961469,31531.8982468114,38147.3684210526,31.4916666666667,0,7,CMR,CMR,0,0,38147.3684210526,31.4916666666667,28999.26171875,5234.18115234375,22.7403826868503,538994.253329007,72.680881881868,90,25.4315789473684,25455946672.0288,0.0576853630179341,14860048114.0085,0.068176171305101,0.689846410456508,1.1818625685671,25.4315789473684,Mixed Works: 60-80km/h,290158.573042115,1.3258806724973,0.91465402261592,FALSE,1.12026734755661,14661381414.2453,,14661381414.2453,,14562877861.8064,
3,27,98,28.1964219686667,18.2271269215004,0.43463125301185,1.45019400130328,114546.589958231,133762.631578947,84.8833333333334,0,5,GAB,GAB,0,0,133762.631578947,84.8833333333334,12657.7900390625,10736.2177734375,12.9056850512521,417698.727872885,94.5504562505813,94.5504562505813,84.8833333333334,25441270782.6214,0,14849924004.3806,0,0,,84.8833333333334,Nothing: >90km/h,0,,,FALSE,,14661381414.2453,,14661381414.2453,,14650574668.5071,
16,28,141,44.8545708717703,23.0207624936247,0.489406588693251,1.65180670609223,51528.5227973787,74513.1578947369,61.4166666666667,0,3,GNQ,GAB,1632187.5,5862,1706700.65789474,5923.41666666667,11068.06640625,6503.1181640625,16.5651763197879,419269.168753364,72.7944011997429,90,49.6754385964912,25453010212.6526,0.0461432533438888,14852873437.3964,0.019861603432636,0.251241585662842,0.430433530219786,5911.67543859649,Mixed Works: 60-80km/h,225706.569178893,0.698023176838878,0.175372449778414,FALSE,0.436697813308646,14666954754.9336,0.0380137487102195,14722748711.1733,0.418564221161066,14688705161.636,0.186365435961866
16,29,53,0,0,0,-Inf,89539.8336366321,227128.421052632,220.641666666667,0,8,GNQ,GNQ,0,0,227128.421052632,220.641666666667,8298.6337890625,37900.828125,30.4847633626536,425626.031619389,61.7639699202684,90,151.418947368421,25531877488.4856,0.356140645010972,14853129165.6536,0.021583688051785,0.0353744377136548,0.0606043942305998,151.418947368421,Mixed Works: 60-80km/h,229128.680355104,1.74104263231848,0.0615884041537678,FALSE,0.901315518236126,14661381414.2453,,14661381414.2453,,14657802909.1418,
22,24,13,7.54543671080328,4.33562803675376,0.100357491899542,0.877684380705829,36435.6511599951,48780,84.2416666666667,1.77377670728537,8,CMR,CMR,0,0,48780,84.2416666666667,32411.6953125,9490.16015625,33.4455939760562,624351.224903023,34.7429023642299,90,32.52,25493968485.8128,0.207134712890866,14901176988.1919,0.345139704393316,0.972584775188899,1.66625718874634,32.52,Upgrade: <60km/h,528617.370417893,2.04365913610875,1.98763176145507,TRUE,2.01564544878191,14661381414.2453,,14661381414.2453,,14646971087.8373,
24,30,12,6.85752058330686,3.8535540004355,0.0890528527766408,0.836167119842469,29872.8344986851,43568.4210526316,72.2083333333333,0.485047125443546,2,CMR,CMR,0,0,43568.4210526316,72.2083333333333,24805.96875,4745.06298828125,19.5394823688907,543590.827263608,36.202265617882,90,29.0456140350877,25465375371.5126,0.094746009730029,14872950524.2105,0.15506153313074,0.955275359971097,1.6366022545179,29.0456140350877,Upgrade: <60km/h,460240.233749855,1.20210755384684,1.14834372622502,TRUE,1.17522564003593,14661381414.2453,,14661381414.2453,,14658053303.8511,
25,31,37,14.1632672067253,9.17731963111582,0.212018244781224,1.15116344870536,12330.1549655013,16471.5789473684,21.125,0.761870728148969,5,CMR,CMR,0,0,16471.5789473684,21.125,25045.1640625,8428.8740234375,79.8913099077746,622009.724609631,46.7831828090938,90,10.9810526315789,25481649130.8707,0.158711994358507,14889524575.6525,0.266671878322544,0.980737771330021,1.68022511090228,10.9810526315789,Upgrade: <60km/h,526634.900169488,4.65482845734035,4.56516608717554,TRUE,4.60999727225794,14661381414.2453,,14661381414.2453,,14502994478.849,
25,32,12,6.85752058330686,3.8535540004355,0.0890528527766408,0.836167119842469,113733.991995414,174621.052631579,198.958333333333,0.72194001762682,11,CMR,CMR,0,0,174621.052631579,198.958333333333,22629.845703125,64757.8125,66.09516570227,540556.63276367,52.6605896941306,90,116.414035087719,25541777407.4632,0.395053477086482,14899516632.0781,0.333958797923195,0.493426455973724,0.845350863346755,116.414035087719,Upgrade: <60km/h,457671.282406574,1.25760549009432,0.62053581999034,FALSE,0.939070655042332,14661381414.2453,,14661381414.2453,,14658099585.372,
25,33,28,136.223923951355,108.815234364199,2.5887953526808,2.13425338604699,76739.3701543113,100469.473684211,119.7,40.2612974444554,237,CMR,CMR,0,0,100469.473684211,119.7,50219.390625,2201564,3725.38492907056,1149812.88052593,50.3606384382008,90,66.979649122807,25942112010.4811,1.9686171816615,15306885920.0181,3.07720036481509,0.912388777557978,1.56312786126247,66.979649122807,Upgrade: <60km/h,973508.238845286,5.12066439132022,4.67203672428132,TRUE,4.89635055780077,14661381414.2453,,14661381414.2453,,14323889845.7641,
26,34,22,22.0234534989047,11.1559535278018,0.244648489612028,1.34288542171642,34738.0376171733,58926.3157894737,93.95,0,7,CMR,CMR,0,0,58926.3157894737,93.95,31001.048828125,6259.7666015625,18.6241835031447,478918.15988724,37.6325593120641,90,39.2842105263158,25494497367.6812,0.209213547210396,14864280307.5481,0.096675936949242,0.269720538174254,0.462092145744365,39.2842105263158,Upgrade: <60km/h,405484.042037863,2.22764276917404,0.600841006561609,FALSE,1.41424188786782,14661381414.2453,,14661381414.2453,,14661379630.4914,
26,32,4,0.414969951058837,0.262846953811942,0.00625859732593488,-0.381983350424815,36810.6687554752,49016.8421052632,44.6416666666667,0,7,CMR,CMR,0,0,49016.8421052632,44.6416666666667,46474.56640625,20150.45703125,71.5707700189777,627208.354819251,65.880392599943,90,32.6778947368421,25477545455.3835,0.142582000215263,14876431276.0542,0.178501059438196,0.730737720157258,1.25191860942268,32.6778947368421,Mixed Works: 60-80km/h,337647.164344364,2.19177045335181,1.60160934419034,TRUE,1.89668989877108,14661381414.2453,,14661381414.2453,,14569221492.3916,
22,35,10,42.1117020556969,30.7687723822023,0.709660849973375,1.62440279493389,44010.023061906,62154.7368421053,50.05,6.71374998296326,9,CMR,CMR,0,0,62154.7368421053,50.05,36317.41796875,31528.994140625,87.04482132232,680219.42357024,74.5111730374888,90,41.4364912280702,25472271601.3841,0.121852477525808,14874792828.4928,0.16746768606255,0.802198945213885,1.3743478135443,41.4364912280702,Mixed Works: 60-80km/h,366184.789688645,1.3620675022646,1.09264911362677,TRUE,1.22735830794568,14661381414.2453,,14661381414.2453,,14443803610.3424,
30,31,14,9.29033312120047,5.46321986889423,0.125972860468238,0.968031286663759,37661.737306879,52047.8947368421,62.0583333333333,0.789344621226108,6,CMR,CMR,0,0,52047.8947368421,62.0583333333333,70623.2734375,9626.8740234375,32.8257098837782,586864.69220521,50.321584813383,90,34.6985964912281,25495087664.3545,0.2115337798686,14902478597.137,0.353904792650583,0.976544739569369,1.67304150131682,34.6985964912281,Upgrade: <60km/h,496878.772733744,2.08096568619646,2.03215609407952,TRUE,2.05656089013799,14661381414.2453,,14661381414.2453,,14599605126.6662,
31,36,18.3333333333333,4.57831414513977,3.50807538011808,0.0812182991400879,0.660705588867123,71675.5481759507,100253.157894737,183.241666666667,27.5792911025594,238,CMR,CMR,0,0,100253.157894737,183.241666666667,71059.5625,20919.390625,38.0637401451378,784349.233837048,32.8265376707493,90,66.8354385964913,25660033836.2375,0.859874710997222,15011726365.1134,1.08958376275261,0.739623798709569,1.26714246717291,66.8354385964913,Upgrade: <60km/h,664082.351315367,3.2858972344509,2.43032779471384,TRUE,2.85811251458237,14661381414.2453,,14661381414.2453,,14660672797.2555,
23,37,1.90909090909091,0.357415171843956,0.264955698676769,0.00598958004335831,-0.446827016160929,91163.3536663715,162518.947368421,186.904761904762,341.708042706609,1725,CMR,NGA,1944034.6875,7592.57175,2106553.63486842,7779.47651190476,133257.21875,68921.71875,90.8203365990975,1166041.41798809,52.1716875628562,90,108.345964912281,25489759712.3187,0.190591618286606,14853462446.3623,0.0238280140741454,0.072974223268173,0.12502131147401,7700.91771491228,Upgrade: <60km/h,987248.400563249,0.302212315540221,0.0220537089886236,FALSE,0.162133012264422,14728039644.0848,0.45465176818007,15223232645.6446,3.83218480936201,14970375193.4789,2.10753523493601
23,38,37.3333333333333,22.9085885160445,15.4224434115411,0.357550812822482,1.35999833150379,70773.2942431549,85658.9473684211,102.266666666667,37.7838145320954,416,CMR,CMR,0,0,85658.9473684211,102.266666666667,68987.7265625,71935.7734375,145.684118637921,901714.57248636,50.2562272696082,90,57.1059649122807,25475937324.3758,0.136261046276309,14881610017.4545,0.213374917370546,0.914022901344731,1.56592748405781,57.1059649122807,Upgrade: <60km/h,763451.671371784,0.530098086188063,0.484521790734902,FALSE,0.507309938461482,14661381414.2453,,14661381414.2453,,14613629097.905,
21,39,146,23.2079710270494,14.3987469163292,0.348608352184359,1.36563717361948,72916.3114261814,97619.4736842105,488.683333333333,0,2,GAB,GAB,0,0,97619.4736842105,488.683333333333,25288.58203125,2311.67138671875,4.48484062984915,419361.668543337,11.9856111750335,90,65.079649122807,25555060890.0636,0.447265816296927,14861900654.7972,0.0806512572932627,0.105252123280673,0.180320637872582,65.079649122807,Upgrade: <60km/h,355059.546033358,3.28296953180631,0.345539513888372,FALSE,1.81425452284734,14661381414.2453,,14661381414.2453,,14641269964.7238,
21,40,34.2,0.735710663026453,0.399618473053457,0.00969264129229967,-0.133292949462476,211329.923363358,327796.315789474,306.95,0,6,GAB,GAB,0,0,327796.315789474,306.95,19942.361328125,11884.3310546875,6.53663728792033,418737.773968997,64.0748621839662,90,218.530877192982,25449314912.8,0.0316184291551114,14854638220.079,0.0317457227189122,0.586044182994952,1.00402592940896,218.530877192982,Mixed Works: 60-80km/h,225420.50165331,0.108863328856657,0.0637987206179102,FALSE,0.0863310247372835,14661381414.2453,,14661381414.2453,,14656446511.2328,
12,29,335,74.6832351762253,41.2981576676305,0.933193068738057,1.87322312273112,35481.1222545678,45943.1578947369,29.425,0,5,GNQ,GNQ,0,0,45943.1578947369,29.425,8340.4228515625,13225.2578125,48.6744199270764,494191.308159233,93.6818852568976,93.6818852568976,29.425,25441270782.6214,0,14849924004.3806,0,0,,29.425,Nothing: >90km/h,0,,,FALSE,,14661381414.2453,,14661381414.2453,,14645862633.8698,
12,41,362,81.4179855869637,46.0120883389294,1.05614111890721,1.91072035302633,66411.7656894667,81624.7368421053,69.05,1.00612866087917,7,GNQ,CMR,1701289.0625,8206.5,1782913.79934211,8275.55,12288.4501953125,33996.44921875,68.4592243076717,511601.05206276,70.9266359236252,90,54.4164912280702,25482755004.1955,0.163058763567903,14850449815.5357,0.00354083398013128,0.0126749673784085,0.0217150792919926,8260.91649122807,Mixed Works: 60-80km/h,275411.899693786,1.84534872995787,0.0233897349540035,FALSE,0.934369232455936,14693723834.3861,0.220595994518047,15151496981.8079,3.34290169333136,14854126266.4281,1.31464318904875
30,35,2,2.43281253789362,1.60966586845873,0.0369200076915974,0.386108645348827,58480.9562827313,70115.7894736842,70.4416666666667,6.19278410870152,8,CMR,CMR,0,0,70115.7894736842,70.4416666666667,52799.08203125,40030.19921875,95.0913367659386,711773.607170485,59.7224280386285,90,46.7438596491228,25478239309.767,0.145309279011618,14885971236.877,0.242743548625568,0.975078946327509,1.67053026672962,46.7438596491228,Upgrade: <60km/h,602634.987404343,0.874907174439069,0.853103565786426,FALSE,0.864005370112747,14661381414.2453,,14661381414.2453,,14616894846.8236,
