city_port,population,city_country,IWI,N_IWI,wealth,gdp,SPAM_TOP80,SPAM_TOTAL,N_SPAM,ACLED_fatalities_sqrt,N_ACLED,gdp_other,iso3c,port_locode,port_name,port_status,outflows,lon,lat
TRUE,141392.26346044,figuil centre - CMR,33.7768793700786,45,4775789.42676566,618295550.739699,362179.423469878,443812.8760827,79,1.72477479467092,12,229599794.023774,CMR,"","","",,13.964553,9.756758
TRUE,345365.807885422,bertoua - CMR,61.3696470867224,51,21194977.7457491,1287722068.05914,250422.751488842,252315.933641761,90,1.08779077409728,10,1018965052.66526,CMR,"","","",,13.684509,4.577279
FALSE,0,,17.2707198086481,26,0,120608398.961895,112380.646423081,114062.279518102,92,0.635360347217734,4,0,CMR,,,,,14.2049799,4.4045601
TRUE,69452.702674907,meiganga - CMR,46.9992726155422,27,3264226.50690415,188464382.333001,29382.9322278238,32097.6265073175,94,1.09681108634604,2,156930230.095949,CMR,"","","",,14.300062,6.517352
FALSE,31160.2874243382,touboro - CMR,38.8384086261568,38,1210215.97589494,449014648.485691,364170.469265732,403198.349962024,70,16.4959236387471,100,58182075.0371608,CMR,,,,,15.3446693,7.7679696
FALSE,0,,30.6971758574637,47,0,0,0,0,0,384.835609365571,506,0,NGA,,,,,13.6138992,12.6806498
TRUE,90244.3560199552,bol - TCD,23.8217356843365,81,2149777.19611054,116762320.677029,12495.2879885621,30474.7058430283,71,84.6088382227393,76,103352212.02545,TCD,"","","",,14.713518,13.467278
FALSE,0,,37.885875671436,14,0,60603795.9716808,56469.4816083393,58109.1963017244,87,0,0,0,CMR,,,,,14.1283493,5.5056601
FALSE,29572.4475426371,tchollire - CMR,19.413397373084,15,574101.675439895,276787836.433988,232188.198531593,266560.007480288,92,1.06639277233512,6,27600384.9103901,CMR,,,,,14.1898193,8.5108795
FALSE,0,,21.9184478623156,29,0,801621.583636542,746.935972379753,1470.26111819005,6,187.184293514425,1156,0,NGA,,,,,14.0937595,11.6462593
FALSE,0,,31.8816829236498,12,0,41919.7685769159,39.0600549474845,121.134591892922,1,0,0,0,COG,,,,,15.7244291,-0.92713
FALSE,0,,17.7234814494068,96,0,33490216.4247613,31205.5561889403,61199.082653361,53,75.315274841365,562,0,CMR,,,,,14.8157597,12.1747494
FALSE,11471.4303570819,moutourwa - CMR,17.4971601977199,29,200717.45465485,335594409.986838,303709.222415273,420606.016350214,72,5.43385501156787,25,9649647.86501063,CMR,,,,,14.1626501,10.0613394
FALSE,0,,13.7659981848826,34,0,76232994.9870703,71032.4764208263,117498.812057292,71,8.44307792287192,36,0,TCD,,,,,14.7029295,9.3443298
FALSE,72478.9278759966,mora - CMR,26.4746143867019,50,1918851.66667859,283900895.250585,178576.445563576,302023.534230986,70,856.801933959832,3442,92250287.4524656,CMR,,,,,14.15061,11.0441399
FALSE,0,,26.1281380208488,20,0,39406775.6541013,36718.4952256631,68239.335282077,48,68.4930736229093,595,0,CMR,,,,,14.6434498,11.92132
FALSE,47617.4021299521,batouri - CMR,35.366759098458,44,1684073.19002442,231767727.855767,140516.899312972,142248.480022107,94,0.954576655483956,4,80963129.4427543,CMR,,,,,14.3721695,4.45296
TRUE,45131.9236986535,garoua-boulai - CMR,34.3876275173307,55,1551979.78128989,221419019.052898,136791.437151079,137764.594496926,49,25.1043895552,102,74612636.0002732,CMR,"","","",,14.551279,5.878111
FALSE,65845.1256634445,kaele - CMR,22.4174775985443,45,1476081.6295336,354996672.907717,264656.53420973,428890.862047408,76,6.33900312638404,35,70963773.2777327,CMR,,,,,14.5141497,10.1704798
FALSE,22028.1538716239,madingring - CMR,24.1676508314475,33,532368.731230805,229505566.158724,190000.93851383,214785.681484477,90,1.0631018244527,16,25594041.1338593,CMR,,,,,14.9436398,8.2232294
FALSE,0,,16.7152247326941,40,0,200434586.737997,186761.192562349,205644.073996114,67,50.7248825008445,231,0,CAF,,,,,15.4863501,7.36901
TRUE,174932.893358645,bongor - TCD,33.2915882919112,43,5823793.86440881,434423347.505225,143904.227961792,244863.952982623,45,8.90581624690459,38,279983423.098858,TCD,"","","",,15.374228,10.280878
TRUE,2339401.02555672,brazzaville - COG,60.6262456666502,32,141829101.288215,6852141165.78591,31304.7996419691,33771.2290422421,10,107.436734246351,847,6818544439.97223,COG,"","","",,15.283194,-4.266136
FALSE,22699.9776569359,mingali - COG,32.7304753102461,13,742981.058243479,472442370.59549,406930.288332666,439692.504543168,42,6.26291276059806,683,35719392.6893458,COG,,,,,15.4050999,-3.89394
FALSE,0,,18.3671796396364,30,0,116561222.080385,108609.562833153,110246.645253363,83,1.4793573065247,5,0,CMR,,,,,14.5641098,4.4013901
FALSE,0,,19.5978635301114,39,0,76811116.1323946,71571.1588723107,72881.1475229258,68,1.45425828795965,10,0,CMR,,,,,14.5942297,4.6947098
FALSE,105815.42124847,guidiguis - CMR,15.4830029031138,51,1638340.47438427,384163404.576069,284564.983321165,462538.655673023,82,3.43743998330633,37,78764493.5413729,CMR,,,,,14.8210993,10.1556597
TRUE,33876.4014503127,baboua - CAF,22.9883594180969,22,778762.892331526,88931784.1546691,47979.4224162126,48393.0851708312,16,37.3938038898744,118,37439632.2146409,CAF,"","","",,14.825375,5.795872
FALSE,30115.4286851533,gamboula - CAF,28.723234850042,33,865012.530733348,156312483.291392,106899.847172027,109131.052575868,56,1.61245783649237,21,41586150.7149539,CMR,,,,,15.1096897,3.9338698
TRUE,104474.448759496,berberati - CAF,30.042597303475,30,3138683.79258407,169220426.026656,17075.5994798254,19202.5471358711,16,11.3761181281823,36,150894666.386308,CAF,"","","",,15.792011,4.261094
FALSE,103120.827602819,carnot - CAF,19.7435333685845,35,2035969.50077229,116258261.095993,17123.7567011607,19534.1226226052,13,7.93771657675091,22,97880818.4875487,CAF,,,,,15.8485699,4.9169397
TRUE,102248.731107662,pala - TCD,22.2881284266189,38,2278932.8503864,182249426.764795,67729.2756331545,118578.528323725,74,8.10449508873894,43,109561470.63567,TCD,"","","",,14.907253,9.36462
TRUE,54804.1239070126,massakory - TCD,24.2170183811361,95,1327192.47601819,67113951.8433091,3082.46334719429,4781.85281717821,16,3.6955234567983,9,63805811.3316038,TCD,"","","",,15.731938,12.99809
FALSE,0,,17.8299036068392,41,0,10452771.0852711,9739.69625321353,18927.0043634539,35,31.8940674026826,476,0,TCD,,,,,15.0444393,12.3873701
TRUE,2136601.20273328,ndjamena - TCD,48.0116784932716,244,102581810.013968,4956437333.17561,23049.4452963414,42767.2420182153,42,77.4596330447416,504,4931700363.04211,TCD,"","","",,15.06721,12.126544
FALSE,0,,18.0595343969613,53,0,213338376.08642,198784.701710673,325140.342678626,72,3.20120204283644,41,0,CMR,,,,,15.1236095,10.0114002
FALSE,0,,21.0499690274548,41,0,7468293.87864856,6958.81630951114,7865.58174397245,15,22.9068522340146,150,0,CAF,,,,,15.17027,5.8000598
FALSE,0,,14.8317407488972,15,0,74649008.352251,69556.5473522152,120249.852333791,74,9.74507598891079,28,0,TCD,,,,,15.09583,9.3775196
FALSE,56319.0562453928,fianga - TCD,19.8914956217312,58,1120270.26072526,216670303.201803,151705.579663167,250063.101877227,69,2.01822746254793,39,53857864.7693171,TCD,,,,,15.1395493,9.9127693
FALSE,32539.3169618224,massaguet - TCD,20.0344247233117,49,651906.496219612,32297239.8090467,891.088120013699,1430.57262949176,9,0.278620401161179,3,31340912.2303263,TCD,,,,,15.4413595,12.4850397
FALSE,31407.8777896404,guelendeng - TCD,20.1485325851605,33,632822.64907531,43885766.6873659,12543.9424485614,28618.1589642479,21,1.61016896641018,2,30423441.4245667,TCD,,,,,15.5493994,10.9177799
FALSE,44789.1295632699,gounou-gaya - TCD,18.1305695145841,32,812052.427044577,103986691.489367,60516.0613572931,115149.766072149,56,12.7210479003819,25,39040052.5075515,TCD,,,,,15.5116692,9.6324301
TRUE,126495.723213993,kelo - TCD,21.5906789830408,49,2731128.5526409,190908547.439885,55541.0738314765,132108.848241271,79,11.4621377626032,26,131301130.9972,TCD,"","","",,15.806615,9.308491
FALSE,0,,13.1703732274604,5,0,21173404.4052856,19728.9815180705,20749.9639915349,84,0,0,0,CMR,,,,,15.2196093,2.96295
FALSE,0,,15.1195968184272,29,0,60434037.775645,56311.3041018776,101511.072944884,34,2.83923608480945,15,0,TCD,,,,,15.7224398,9.9681501
TRUE,81699.3661359343,bouar - CAF,25.3106731983058,44,2067865.95677536,128904786.397933,27478.7148942566,31772.393490628,27,33.3427683228723,109,99414265.437146,CAF,"","","",,15.595828,5.933999
FALSE,0,,16.1874045777634,17,0,6544713.42525988,6098.2413473285,7107.75692005994,10,6.37342189220592,32,0,CAF,,,,,15.8188992,5.2572198
TRUE,47976.2685205373,ouesso - COG,53.3747210009662,15,2560719.94695112,148190454.083093,23370.7973774821,24209.7180811337,16,0.996947537764564,1,123108604.637688,COG,"","","",,16.051254,1.613441
FALSE,10645.019082835,basse-mambere - CAF,20.0800842580189,20,213752.880111546,33472047.7561382,21613.3295333934,25338.4952701409,24,3.91698396700803,10,10276336.0902276,CAF,,,,,16.3028488,3.8475299
FALSE,26407.9671480255,mbai mboum - CMR,15.5964992374169,69,411871.83948591,260494599.356262,224273.730995059,248023.395077761,63,46.8803887707968,141,19801059.2720377,CAF,,,,,15.5388298,7.4776397
FALSE,11864.4189801545,laramanaye - TCD,14.0274208907114,47,166427.198658373,184172302.881598,164153.010136124,188146.089831182,54,19.7473693584156,99,8001117.11746771,TCD,,,,,15.6110096,7.7862897
FALSE,12643.5040514883,moulkou i - TCD,12.3394146476631,28,156013.439090722,21742655.6458807,13270.6040523418,24207.9041509929,16,3.0650657877797,31,7500467.52049314,TCD,,,,,15.5752592,10.5880795
FALSE,0,,19.3966031378718,7,0,2837616.92802189,2644.03828768946,4002.06773556759,17,1.56184855395344,2,0,TCD,,,,,16.4475193,12.87778
FALSE,44006.346260792,bokaranga - CAF,15.3452468706415,64,675288.247246786,47188467.3560615,13719.0434648744,15848.8773438988,29,63.225255075371,179,32465008.1106152,CAF,,,,,15.6587,6.9447098
FALSE,13549.6209183554,kim - TCD,14.2064206791681,38,192491.614809413,70883378.5398929,57424.9285849897,130592.970223426,55,13.5878521878928,24,9254184.21169293,TCD,,,,,15.7946997,9.6247196
FALSE,16296.6288890164,baibokoum - TCD,10.8608665787997,40,176995.512047821,138316335.12462,120951.859217457,139679.456752264,50,22.2432806790126,99,8509197.00972529,TCD,,,,,15.6824598,7.7256999
TRUE,59887.8591216403,paoua - CAF,18.6605180209767,31,1117538.47437708,126251694.42776,67577.5874990266,79736.340906149,57,72.2118719413441,150,53726532.0142874,CAF,"","","",,16.44061,7.242225
FALSE,0,,13.3179406550408,22,0,16366910.5881462,15250.3806341526,34703.7560037773,25,0.815187035185024,2,0,TCD,,,,,15.7607698,10.77948
FALSE,17765,baoro - CAF,20.7012556098196,28,367757.805908445,42608004.4333672,23227.2212684798,23837.3344343369,18,11.4424351257578,90,17680242.7707534,CAF,,,,,15.9511194,5.6910501
FALSE,0,,15.9324798425834,11,0,13109515.5041345,12215.2009257124,14414.6682072128,12,12.2727278588693,52,0,CAF,,,,,16.250349,6.1756797
TRUE,301582.399103316,moundou - TCD,33.6967763405847,77,10162354.6508414,565923940.516925,72083.3725174876,135268.958655063,65,19.7311208877033,46,488563109.912888,TCD,"","","",,16.077206,8.574358
FALSE,30577.8599977087,bozoum - CAF,23.7597953071107,40,726523.694475048,55598363.0379994,19260.0779867315,22676.2539792157,18,20.5536562434772,51,34928192.1162575,CAF,,,,,16.3669205,6.3208299
FALSE,16147.5172698767,bessao - TCD,9.85271936042225,34,159096.956027667,14850618.0005149,6710.60294176068,23651.5886127445,25,6.3493298533479,16,7648709.99735434,TCD,,,,,16.0609303,8.0346098
FALSE,0,,19.1096002833937,27,0,50926849.4852325,47452.6841803907,94268.8248460031,40,5.58746734912766,19,0,TCD,,,,,15.8144693,9.8830996
FALSE,15238.4978910859,ba-illi - TCD,17.9913575963026,27,274161.264789029,62895698.6637327,46323.6755482265,100712.81650534,49,0.0478610843752967,1,13180516.2036821,TCD,,,,,16.4502888,10.5119896
